,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,song_popularity,explicit,artists,genres,album_popularity,artist_popularity
551,0.877,0.387,6.0,-7.487,0.0,0.146,0.246,0.00127,0.116,0.647,97.35,241756.0,4.0,55,True,"['Ciscero', 'Masego', 'Ambriia', 'KP']","[['dmv rap'], ['alternative r&b', 'indie soul'], [], []]","[49, 49, 49, 49]","[50, 73, 42, 43]"
552,0.55,0.536,6.0,-10.045,1.0,0.0423,0.00612,0.884,0.372,0.539,85.458,225154.0,4.0,55,False,['Khruangbin'],"[['funk', 'neo-psychedelic', 'soul']]",[64],[73]
553,0.635,0.3,2.0,-13.957,0.0,0.0285,0.707,0.829,0.574,0.772,91.452,218307.0,4.0,66,False,['Khruangbin'],"[['funk', 'neo-psychedelic', 'soul']]",[69],[73]
554,0.826,0.837,9.0,-6.806,1.0,0.053,0.197,0.774,0.0667,0.86,104.947,432035.0,4.0,28,False,['Paula Tape'],[[]],[22],[20]
555,0.779,0.362,0.0,-10.847,1.0,0.0474,0.135,0.206,0.111,0.46,85.011,286387.0,4.0,67,False,['Mac Miller'],"[['hip hop', 'pittsburgh rap', 'rap']]",[81],[86]
556,0.838,0.706,7.0,-7.626,0.0,0.067,0.303,0.863,0.0712,0.776,118.017,213382.0,4.0,57,False,"['Disclosure', 'Fatoumata Diawara']","[['house', 'pop', 'tropical house', 'uk dance'], ['afropop', 'desert blues', 'malian blues', 'mande pop', 'wassoulou', 'world']]","[54, 54]","[82, 62]"
557,0.638,0.666,2.0,-5.238,1.0,0.248,0.308,6.97e-06,0.202,0.465,99.178,154667.0,4.0,47,False,['Masego'],"[['alternative r&b', 'indie soul']]",[73],[73]
558,0.728,0.623,2.0,-11.81,1.0,0.0408,0.000988,0.825,0.0918,0.0381,120.006,423707.0,4.0,56,False,"['David Hohme', 'Jody Wisternoff', 'James Grant']","[['organic electronic'], ['bristol electronic', 'progressive house', 'progressive trance house'], ['uk dance']]","[54, 54, 54]","[46, 56, 53]"
559,0.673,0.627,5.0,-8.469,0.0,0.0377,0.136,0.424,0.366,0.761,117.911,128827.0,4.0,61,False,['Tame Impala'],"[['australian psych', 'neo-psychedelic']]",[81],[83]
560,0.795,0.529,4.0,-18.345,0.0,0.0605,0.0273,0.000129,0.0938,0.419,117.009,181026.0,4.0,55,True,"['GoldLink', 'April George']","[['alternative r&b', 'dmv rap', 'hip hop', 'rap', 'underground hip hop'], []]","[49, 49]","[73, 43]"
561,0.795,0.674,1.0,-5.542,1.0,0.164,0.00625,0.0,0.219,0.869,142.069,177000.0,4.0,58,True,"['Mura Masa', 'slowthai']","[['channel islands indie', 'vapor soul'], ['grime', 'hip hop', 'rap', 'uk alternative hip hop', 'uk hip hop']]","[52, 52]","[70, 68]"
562,0.278,0.931,7.0,-3.719,1.0,0.121,0.00525,5.78e-06,0.144,0.167,178.346,228040.0,4.0,70,False,['The Killers'],"[['modern rock', 'permanent wave', 'pop rock', 'rock']]",[64],[81]
563,0.683,0.715,11.0,-6.024,0.0,0.0789,0.0409,1.72e-06,0.0935,0.77,99.989,195067.0,4.0,69,False,"['Skip Marley', 'H.E.R.']","[['modern reggae'], ['pop', 'r&b']]","[63, 63]","[66, 82]"
564,0.799,0.938,7.0,-3.805,1.0,0.0881,0.119,0.0,0.503,0.831,130.002,212039.0,4.0,28,False,['Kes'],"[['chutney', 'dancehall', 'melbourne indie', 'soca']]",[22],[53]
565,0.751,0.735,2.0,-5.78,1.0,0.0462,0.0556,1.65e-06,0.0588,0.724,100.023,184869.0,4.0,33,False,['Charly Black'],"[['dancehall', 'soca']]",[46],[64]
566,0.58,0.748,7.0,-6.393,1.0,0.299,0.274,0.0,0.127,0.939,202.052,194583.0,4.0,56,True,"['Konshens', 'Chris Brown']","[['dancehall', 'modern reggae', 'rap kreyol'], ['dance pop', 'pop', 'pop rap', 'r&b', 'rap']]","[53, 53]","[67, 92]"
567,0.951,0.661,7.0,-2.678,0.0,0.0612,0.397,0.0,0.0686,0.926,104.997,237714.0,4.0,58,False,['DaVido'],"[['afropop', 'ghanaian hip hop', 'nigerian pop']]",[52],[71]
568,0.649,0.61,3.0,-7.562,1.0,0.215,0.392,0.00214,0.0959,0.955,206.056,213600.0,4.0,25,False,['Willie X.O'],[['uk contemporary r&b']],[19],[35]
569,0.812,0.366,5.0,-10.245,0.0,0.447,0.36,0.0,0.0793,0.659,114.093,213519.0,4.0,64,False,['Korede Bello'],"[['afro dancehall', 'afropop', 'azontobeats', 'nigerian hip hop', 'nigerian pop']]",[57],[55]
570,0.906,0.638,10.0,-7.917,0.0,0.256,0.0342,1.7e-05,0.0725,0.789,99.959,191502.0,4.0,72,False,['Koffee'],[['dancehall']],[69],[68]
571,0.928,0.675,5.0,-3.535,1.0,0.0566,0.379,0.0,0.0533,0.794,105.952,240000.0,4.0,63,False,['DaVido'],"[['afropop', 'ghanaian hip hop', 'nigerian pop']]",[56],[71]
572,0.553,0.553,6.0,-6.818,0.0,0.305,0.305,0.0581,0.0715,0.664,72.949,242893.0,3.0,60,False,['Tekno'],"[['afropop', 'azontobeats', 'nigerian hip hop', 'nigerian pop']]",[54],[61]
573,0.841,0.644,9.0,-3.284,0.0,0.083,0.594,0.00402,0.142,0.881,108.003,255608.0,4.0,65,True,"['Starboy', 'WizKid', 'Ceeza Milli', 'Spotless', 'Terri']","[['afro dancehall', 'afropop'], ['afro dancehall', 'afropop', 'azonto', 'nigerian hip hop', 'nigerian pop'], ['nigerian pop'], [], ['nigerian pop']]","[59, 59, 59, 59, 59]","[59, 77, 53, 52, 54]"
574,0.966,0.633,2.0,-6.392,1.0,0.101,0.0206,4.06e-06,0.0715,0.767,108.011,199000.0,4.0,68,False,['Afro B'],"[['dancehall', 'uk dancehall']]",[62],[68]
575,0.942,0.94,10.0,-4.698,1.0,0.101,0.342,0.0,0.114,0.928,131.061,231050.0,4.0,42,False,['Machel Montano'],"[['chutney', 'dancehall', 'soca']]",[36],[60]
576,0.714,0.702,8.0,-4.544,1.0,0.264,0.15,0.0,0.0993,0.74,126.511,270316.0,5.0,61,False,"['DaVido', 'Popcaan']","[['afropop', 'ghanaian hip hop', 'nigerian pop'], ['dancehall', 'reggae fusion']]","[55, 55]","[71, 70]"
577,0.623,0.724,4.0,-5.238,0.0,0.244,0.0967,3.31e-06,0.09,0.615,127.346,162951.0,5.0,53,True,"['Burna Boy', 'Future']","[['afro dancehall', 'dancehall', 'nigerian hip hop', 'nigerian pop'], []]","[76, 76]","[80, 50]"
578,0.802,0.729,5.0,-4.663,1.0,0.0587,0.109,0.000461,0.0944,0.783,100.024,223242.0,4.0,45,True,['Justine Skye'],"[['alternative r&b', 'deep pop r&b', 'indie r&b', 'post-teen pop', 'r&b', 'urban contemporary']]",[44],[58]
579,0.691,0.688,5.0,-7.698,0.0,0.387,0.0367,0.0,0.0736,0.629,101.275,209235.0,4.0,54,True,"['Juls', 'Kida Kudz', 'Ms Banks', 'Pa Salieu']","[['afro dancehall', 'afropop', 'dancehall', 'uk dancehall'], ['afropop', 'indie r&b', 'nigerian pop', 'uk hip hop'], ['uk hip hop'], ['uk alternative hip hop', 'uk hip hop']]","[56, 56, 56, 56]","[59, 59, 61, 55]"
580,0.704,0.758,0.0,-3.537,1.0,0.0402,0.233,0.00144,0.0924,0.534,120.003,214907.0,4.0,23,False,['Post Malone'],"[['dfw rap', 'melodic rap', 'rap']]",[17],[95]
581,0.636,0.566,1.0,-9.043,1.0,0.0351,0.0361,0.472,0.128,0.32,95.005,229000.0,4.0,37,False,['¿Téo?'],[[]],[46],[50]
582,0.662,0.438,5.0,-5.945,1.0,0.0296,0.686,0.0155,0.0633,0.514,97.136,167760.0,4.0,40,False,['Whitney'],"[['chamber pop', 'chicago indie', 'indie folk', 'indie pop', 'indie rock', 'stomp and holler']]",[63],[64]
583,0.634,0.424,1.0,-9.064,0.0,0.0262,0.741,0.0121,0.0987,0.337,93.802,162600.0,4.0,39,False,['Whitney'],"[['chamber pop', 'chicago indie', 'indie folk', 'indie pop', 'indie rock', 'stomp and holler']]",[63],[64]
584,0.746,0.559,5.0,-4.008,1.0,0.0316,0.703,0.0,0.148,0.368,117.943,200680.0,4.0,6,True,['Post Malone'],"[['dfw rap', 'melodic rap', 'rap']]",[19],[95]
585,0.724,0.772,6.0,-4.389,0.0,0.184,0.248,0.0,0.308,0.347,95.074,168280.0,4.0,7,True,"['Post Malone', 'SZA']","[['dfw rap', 'melodic rap', 'rap'], ['pop', 'pop rap', 'rap']]","[19, 19]","[95, 82]"
586,0.552,0.71,6.0,-6.925,1.0,0.0425,0.00164,5.07e-06,0.116,0.206,118.276,301747.0,4.0,56,False,['The Killers'],"[['modern rock', 'permanent wave', 'pop rock', 'rock']]",[68],[81]
587,0.795,0.56,2.0,-8.908,1.0,0.0659,0.00867,0.0,0.226,0.635,99.922,240667.0,4.0,59,False,['Ms. Lauryn Hill'],"[['conscious hip hop', 'dance pop', 'hip pop', 'neo soul', 'new jersey rap', 'pop', 'r&b', 'urban contemporary']]",[64],[72]
588,0.487,0.909,10.0,-4.091,1.0,0.102,0.301,2.9e-05,0.0803,0.293,187.783,146102.0,4.0,62,True,['Rex Orange County'],"[['bedroom pop', 'indie r&b', 'pop']]",[55],[81]
589,0.592,0.246,6.0,-13.941,1.0,0.0514,0.897,0.0,0.102,0.132,109.313,107170.0,4.0,50,True,['Rex Orange County'],"[['bedroom pop', 'indie r&b', 'pop']]",[72],[81]
590,0.611,0.134,11.0,-13.96,1.0,0.0537,0.836,0.0184,0.081,0.136,115.909,390560.0,3.0,52,False,"['Jacob Collier', 'Lianne La Havas']","[['indie soul', 'uk alternative pop'], ['british soul', 'indie r&b', 'indie soul', 'neo soul', 'soul']]","[59, 59]","[64, 67]"
591,0.604,0.328,11.0,-9.478,1.0,0.212,0.32,5.44e-05,0.118,0.338,68.718,177057.0,4.0,57,False,['Snoh Aalegra'],"[['alternative r&b', 'indie r&b', 'indie soul', 'neo soul', 'scandinavian r&b', 'swedish soul']]",[72],[71]
592,0.686,0.635,11.0,-7.695,1.0,0.0602,0.393,0.0,0.0982,0.335,95.041,294166.0,4.0,50,True,['Clarence James'],[[]],[43],[42]
593,0.744,0.537,5.0,-14.531,1.0,0.0434,0.0311,0.397,0.0894,0.899,99.998,214064.0,4.0,41,False,['Michael Seyer'],"[['bedroom pop', 'indie garage rock']]",[35],[52]
594,0.734,0.511,0.0,-4.905,0.0,0.0592,0.148,0.0,0.29,0.727,124.995,206947.0,4.0,52,False,"['Mahalia', 'Ella Mai']","[['alternative r&b', 'indie anthem-folk', 'indie r&b', 'indie soul', 'pop', 'uk contemporary r&b'], ['pop', 'pop rap', 'post-teen pop', 'r&b', 'rap', 'uk contemporary r&b', 'urban contemporary']]","[46, 46]","[72, 77]"
595,0.704,0.543,6.0,-14.042,0.0,0.72,0.0159,0.0,0.0961,0.206,101.033,167506.0,5.0,46,True,['Ameer Vann'],"[['hip hop', 'underground hip hop']]",[53],[52]
596,0.764,0.59,4.0,-7.512,0.0,0.231,0.492,0.0,0.164,0.371,140.247,100934.0,4.0,38,True,['Ameer Vann'],"[['hip hop', 'underground hip hop']]",[53],[52]
597,0.974,0.596,6.0,-8.888,1.0,0.184,0.0976,0.0,0.151,0.892,111.959,149040.0,4.0,76,True,"['Young Thug', 'Lil Baby']","[['atl hip hop', 'atl trap', 'gangster rap', 'melodic rap', 'pop rap', 'rap', 'trap'], ['atl hip hop', 'atl trap', 'rap']]","[81, 81]","[92, 92]"
598,0.702,0.593,11.0,-8.339,1.0,0.0532,0.526,1.09e-05,0.112,0.522,145.039,201907.0,4.0,60,True,['Angèle'],"[['belgian pop', 'variete francaise']]",[74],[72]
599,0.859,0.563,1.0,-6.635,0.0,0.112,0.0541,0.0,0.0685,0.412,119.934,258789.0,4.0,64,True,"['Lil Uzi Vert', 'Pharrell Williams']","[['melodic rap', 'philly rap', 'rap'], ['pop', 'pop rap']]","[83, 83]","[94, 81]"
600,0.897,0.743,10.0,-5.446,0.0,0.222,0.304,4.44e-05,0.137,0.905,134.979,187105.0,4.0,74,True,['A$AP Rocky'],"[['east coast hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']]",[68],[86]
601,0.514,0.578,7.0,-7.792,0.0,0.234,0.683,0.0,0.0993,0.741,171.377,433160.0,4.0,22,False,['Ms. Lauryn Hill'],"[['conscious hip hop', 'dance pop', 'hip pop', 'neo soul', 'new jersey rap', 'pop', 'r&b', 'urban contemporary']]",[19],[72]
602,0.609,0.546,10.0,-4.542,0.0,0.221,0.624,4.49e-05,0.605,0.698,87.833,288468.0,4.0,47,False,['Samm Henshaw'],"[['british soul', 'indie r&b', 'uk contemporary r&b']]",[40],[59]
603,0.702,0.573,9.0,-5.69,0.0,0.0344,0.526,0.0,0.23,0.693,129.999,255093.0,4.0,59,True,['Aaliyah'],"[['dance pop', 'hip hop', 'hip pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']]",[54],[64]
604,0.769,0.781,0.0,-5.472,1.0,0.0797,0.119,0.000371,0.0506,0.826,95.02,269973.0,4.0,64,False,['Mary J. Blige'],"[['dance pop', 'hip pop', 'neo soul', 'pop', 'r&b', 'urban contemporary']]",[62],[74]
605,0.895,0.694,9.0,-4.384,1.0,0.275,0.176,0.0,0.292,0.632,93.944,230000.0,4.0,69,True,['The Notorious B.I.G.'],"[['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap']]",[73],[81]
606,0.765,0.29,4.0,-17.117,0.0,0.139,0.0279,1.02e-06,0.571,0.506,92.409,298773.0,4.0,74,False,['Fugees'],"[['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'new jersey rap', 'rap']]",[74],[69]
607,0.601,0.422,10.0,-13.364,0.0,0.518,0.21,0.0,0.0839,0.563,132.456,226987.0,3.0,70,True,['Fugees'],"[['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'new jersey rap', 'rap']]",[74],[69]
608,0.808,0.6,4.0,-7.41,0.0,0.142,0.049,2.36e-05,0.139,0.691,97.939,315293.0,4.0,52,False,['Ms. Lauryn Hill'],"[['conscious hip hop', 'dance pop', 'hip pop', 'neo soul', 'new jersey rap', 'pop', 'r&b', 'urban contemporary']]",[75],[72]
609,0.619,0.806,3.0,-4.8,0.0,0.0483,0.272,0.0,0.0671,0.877,95.0,253080.0,4.0,69,True,['Rihanna'],"[['barbadian pop', 'dance pop', 'pop', 'post-teen pop', 'r&b', 'urban contemporary']]",[83],[91]
610,0.394,0.433,8.0,-13.473,1.0,0.374,0.485,7.81e-05,0.817,0.394,118.986,184080.0,1.0,55,False,['Frank Ocean'],"[['alternative r&b', 'hip hop', 'lgbtq+ hip hop', 'neo soul', 'pop']]",[76],[86]
611,0.747,0.758,0.0,-4.743,0.0,0.179,0.0521,0.0,0.214,0.601,102.02,200240.0,4.0,54,True,['Frank Ocean'],"[['alternative r&b', 'hip hop', 'lgbtq+ hip hop', 'neo soul', 'pop']]",[76],[86]
612,0.822,0.362,2.0,-7.462,1.0,0.0411,0.16,0.0,0.313,0.159,119.903,229667.0,4.0,65,False,['Rainbow Kitten Surprise'],"[['indie folk', 'indie pop', 'indie rock', 'modern alternative rock', 'modern rock', 'stomp and holler', 'vapor soul']]",[67],[69]
613,0.819,0.664,7.0,-5.612,1.0,0.0828,0.0958,1.75e-06,0.263,0.71,144.988,173473.0,4.0,63,False,"['88rising', 'NIKI']","[['asian american hip hop', 'pop'], ['indie r&b', 'indonesian r&b', 'pop']]","[57, 57]","[75, 75]"
614,0.752,0.494,0.0,-8.18,1.0,0.0559,0.432,0.0,0.0869,0.227,117.901,171356.0,4.0,75,True,['NIKI'],"[['indie r&b', 'indonesian r&b', 'pop']]",[69],[75]
615,0.913,0.603,8.0,-4.892,1.0,0.226,0.0272,0.000503,0.167,0.497,123.061,234093.0,4.0,74,True,['Frank Ocean'],"[['alternative r&b', 'hip hop', 'lgbtq+ hip hop', 'neo soul', 'pop']]",[76],[86]
616,0.476,0.592,10.0,-7.252,1.0,0.337,0.728,3.06e-06,0.115,0.578,79.68,221132.0,4.0,58,True,"['Daniel Caesar', 'Koffee']","[['canadian contemporary r&b', 'pop'], ['dancehall']]","[52, 52]","[80, 68]"
617,0.598,0.427,7.0,-8.764,0.0,0.0317,0.0546,5.83e-06,0.21,0.0605,76.469,175721.0,4.0,92,True,['Travis Scott'],[['rap']],[85],[98]
618,0.856,0.596,6.0,-6.302,1.0,0.0413,0.0382,0.0,0.106,0.859,123.016,191073.0,4.0,42,False,['Peach Tree Rascals'],"[['alternative r&b', 'indie r&b']]",[35],[66]
619,0.679,0.728,5.0,-3.092,0.0,0.154,0.159,0.0,0.107,0.46,152.001,181013.0,4.0,76,True,"['Summer Walker', 'Usher']","[['pop'], ['atl hip hop', 'dance pop', 'pop', 'r&b', 'urban contemporary']]","[82, 82]","[83, 82]"
620,0.566,0.296,11.0,-8.615,1.0,0.273,0.738,0.0,0.054,0.505,79.888,198160.0,3.0,,,,,,
621,0.64,0.659,2.0,-6.395,1.0,0.0538,0.628,0.000116,0.117,0.307,114.917,223304.0,4.0,62,True,['SZA'],"[['pop', 'pop rap', 'rap']]",[80],[82]
622,0.785,0.435,0.0,-9.115,1.0,0.147,0.223,0.00232,0.124,0.633,138.934,193934.0,4.0,46,False,['Joy Crookes'],"[['alternative r&b', 'indie r&b', 'indie soul', 'uk contemporary r&b']]",[39],[60]
623,0.79,0.472,1.0,-6.999,0.0,0.0656,0.325,5.83e-06,0.276,0.287,115.055,218697.0,4.0,59,True,"['Joy Crookes', 'Jafaris']","[['alternative r&b', 'indie r&b', 'indie soul', 'uk contemporary r&b'], ['irish hip hop']]","[53, 53]","[60, 48]"
624,0.689,0.444,8.0,-7.783,1.0,0.0685,0.0739,0.0,0.133,0.409,119.975,192213.0,4.0,66,True,"['DeJ Loaf', 'Jacquees']","[['deep pop r&b', 'detroit hip hop', 'pop rap', 'rap', 'trap', 'trap queen'], ['atl hip hop', 'deep pop r&b', 'pop', 'pop rap', 'r&b', 'rap', 'urban contemporary']]","[64, 64]","[69, 75]"
625,0.914,0.749,7.0,-5.389,1.0,0.15,0.0494,0.0,0.109,0.96,137.974,180387.0,4.0,47,True,['Jacquees'],"[['atl hip hop', 'deep pop r&b', 'pop', 'pop rap', 'r&b', 'rap', 'urban contemporary']]",[71],[75]
626,0.902,0.614,4.0,-6.529,0.0,0.289,0.184,0.000742,0.0867,0.862,94.069,236907.0,4.0,25,False,['Jafaris'],[['irish hip hop']],[19],[48]
627,0.585,0.62,3.0,-8.09,0.0,0.0327,0.0426,0.00224,0.15,0.281,101.939,172227.0,4.0,60,False,"['Big Pun', 'Joe']","[['bronx hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'hip pop', 'rap', 'southern hip hop'], ['dance pop', 'hip pop', 'neo soul', 'new jack swing', 'pop rap', 'r&b', 'urban contemporary']]","[59, 59]","[64, 68]"
628,0.699,0.717,1.0,-4.719,1.0,0.363,0.517,1.19e-05,0.0938,0.629,97.009,230528.0,4.0,28,False,['Harry Styles'],"[['pop', 'post-teen pop']]",[22],[90]
629,0.664,0.61,7.0,-6.432,0.0,0.339,0.145,0.0,0.097,0.472,76.024,284040.0,4.0,50,True,"['Wale', 'Kelly Price']","[['hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap', 'urban contemporary'], ['deep pop r&b', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']]","[73, 73]","[77, 54]"
630,0.524,0.816,1.0,-5.872,1.0,0.37,0.384,0.0,0.349,0.789,200.031,285707.0,4.0,65,True,"['Dreamville', 'Ari Lennox', 'Omen', 'Ty Dolla $ign', 'Dreezy']","[['hip hop', 'rap'], ['alternative r&b', 'dmv rap', 'neo soul', 'pop', 'r&b'], ['chicago rap'], ['hip hop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul'], ['chicago rap', 'deep pop r&b', 'drill', 'escape room', 'hip pop', 'trap queen']]","[78, 78, 78, 78, 78]","[75, 71, 55, 88, 62]"
631,0.734,0.635,7.0,-6.924,0.0,0.102,0.12,0.0,0.107,0.453,106.993,212400.0,4.0,63,False,"['Mariah Carey', 'JAY-Z']","[['dance pop', 'pop', 'r&b', 'urban contemporary'], ['east coast hip hop', 'hip hop', 'pop rap', 'rap']]","[62, 62]","[80, 86]"
632,0.817,0.806,6.0,-4.606,1.0,0.0623,0.027,9e-06,0.119,0.805,110.086,224640.0,4.0,51,True,"['Fabolous', 'Jeremih', 'DaVido']","[['dance pop', 'gangster rap', 'hip hop', 'pop rap', 'r&b', 'rap', 'trap', 'urban contemporary'], ['chicago rap', 'dance pop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'urban contemporary'], ['afropop', 'ghanaian hip hop', 'nigerian pop']]","[45, 45, 45]","[74, 82, 71]"
633,0.636,0.521,1.0,-9.745,1.0,0.33,0.413,0.00934,0.0794,0.604,177.794,174027.0,4.0,61,False,['Usher'],"[['atl hip hop', 'dance pop', 'pop', 'r&b', 'urban contemporary']]",[79],[82]
634,0.819,0.458,4.0,-10.223,0.0,0.167,0.582,0.173,0.128,0.232,122.981,268893.0,4.0,49,False,['H.E.R.'],"[['pop', 'r&b']]",[73],[82]
635,0.635,0.614,8.0,-7.226,0.0,0.0676,0.0102,2.25e-05,0.0831,0.631,165.92,195846.0,4.0,71,True,['Frank Ocean'],"[['alternative r&b', 'hip hop', 'lgbtq+ hip hop', 'neo soul', 'pop']]",[64],[86]
636,0.505,0.281,2.0,-12.404,1.0,0.1,0.57,0.000254,0.163,0.283,82.338,168420.0,4.0,57,False,['Snoh Aalegra'],"[['alternative r&b', 'indie r&b', 'indie soul', 'neo soul', 'scandinavian r&b', 'swedish soul']]",[72],[71]
637,0.806,0.629,11.0,-6.713,1.0,0.256,0.373,0.0,0.124,0.669,82.049,166829.0,4.0,63,False,"['Kanye West', 'Ant Clemons']","[['chicago rap', 'hip hop', 'rap'], ['alternative r&b', 'indie r&b', 'trap soul']]","[78, 78]","[91, 61]"
638,0.479,0.711,6.0,-4.977,0.0,0.236,0.456,0.0,0.215,0.347,79.54,227755.0,5.0,12,True,"['Romel', 'MannyJR.', 'Jarren J']","[[], [], []]","[7, 7, 7]","[5, 10, 5]"
639,0.669,0.374,1.0,-7.349,1.0,0.0385,0.777,0.0,0.326,0.394,127.938,197333.0,4.0,53,True,"['Kehlani', 'BJ The Chicago Kid']","[['pop', 'pop rap', 'post-teen pop', 'r&b', 'rap'], ['alternative r&b', 'chicago rap', 'hip hop', 'indie r&b', 'indie soul', 'neo soul', 'rap', 'southern hip hop', 'underground hip hop']]","[66, 66]","[86, 70]"
640,0.691,0.68,5.0,-7.808,1.0,0.0365,0.387,0.000276,0.0508,0.361,149.974,236893.0,4.0,66,False,['Rex Orange County'],"[['bedroom pop', 'indie r&b', 'pop']]",[75],[81]
641,0.861,0.647,7.0,-7.425,1.0,0.0675,0.594,0.661,0.114,0.67,158.037,133680.0,4.0,65,False,['Rex Orange County'],"[['bedroom pop', 'indie r&b', 'pop']]",[75],[81]
642,0.833,0.929,6.0,-2.816,0.0,0.0666,0.0188,0.0,0.317,0.9,104.397,257787.0,4.0,75,True,['Frank Ocean'],"[['alternative r&b', 'hip hop', 'lgbtq+ hip hop', 'neo soul', 'pop']]",[68],[86]
643,0.88,0.813,1.0,-5.589,1.0,0.269,0.227,0.013,0.0581,0.603,94.071,283053.0,4.0,44,False,"['The Notorious B.I.G.', 'Mase', 'Diddy']","[['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap'], ['gangster rap', 'hardcore hip hop', 'harlem hip hop', 'hip hop', 'hip pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'urban contemporary'], ['dance pop', 'east coast hip hop', 'hip hop', 'hip pop', 'pop rap', 'r&b', 'rap']]","[50, 50, 50]","[81, 69, 76]"
644,0.521,0.762,2.0,-6.75,1.0,0.534,0.139,1.11e-05,0.114,0.264,164.289,433800.0,4.0,57,True,['The Notorious B.I.G.'],"[['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap']]",[77],[81]
645,0.643,0.415,5.0,-7.782,1.0,0.38,0.731,2.1e-05,0.119,0.388,119.535,206936.0,3.0,1,True,"['Drake', 'JAY-Z']","[['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap'], ['east coast hip hop', 'hip hop', 'pop rap', 'rap']]","[8, 8]","[99, 86]"
646,0.51,0.624,6.0,-5.977,0.0,0.16,0.0105,0.0,0.102,0.575,196.059,183933.0,4.0,30,False,['Keeyen Martin'],[[]],[23],[18]
647,0.773,0.534,7.0,-6.133,1.0,0.121,0.143,0.0,0.0977,0.795,129.991,163773.0,4.0,67,True,"['Jacquees', 'Lil Baby']","[['atl hip hop', 'deep pop r&b', 'pop', 'pop rap', 'r&b', 'rap', 'urban contemporary'], ['atl hip hop', 'atl trap', 'rap']]","[70, 70]","[75, 92]"
648,0.474,0.391,1.0,-7.781,1.0,0.263,0.145,0.0,0.201,0.526,78.798,235680.0,4.0,50,True,['Jacquees'],"[['atl hip hop', 'deep pop r&b', 'pop', 'pop rap', 'r&b', 'rap', 'urban contemporary']]",[70],[75]
649,0.595,0.419,2.0,-8.122,0.0,0.276,0.694,0.0,0.12,0.33,120.14,232240.0,4.0,47,False,['Beyoncé'],"[['dance pop', 'pop', 'post-teen pop', 'r&b']]",[73],[90]
650,0.707,0.608,5.0,-3.841,1.0,0.213,0.201,0.0,0.121,0.607,129.872,171840.0,4.0,61,True,"['Jhené Aiko', 'YG']","[['alternative r&b', 'pop', 'r&b', 'urban contemporary'], ['cali rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']]","[55, 55]","[84, 83]"
651,0.636,0.474,5.0,-8.096,1.0,0.077,0.784,0.0613,0.113,0.571,167.064,194360.0,4.0,62,True,"['Summer Walker', '6LACK']","[['pop'], ['alternative r&b', 'atl hip hop', 'hip hop', 'melodic rap', 'pop', 'pop rap', 'rap', 'trap']]","[82, 82]","[83, 82]"
652,0.415,0.508,0.0,-9.169,1.0,0.0363,0.0509,0.0162,0.103,0.114,188.744,218000.0,4.0,56,False,['Dominic Fike'],"[['alternative pop rock', 'pop']]",[78],[76]
653,0.598,0.71,0.0,-6.839,0.0,0.0272,0.0476,1.77e-05,0.1,0.726,97.976,274294.0,4.0,61,False,['juan karlos'],"[['opm', 'pinoy indie', 'pinoy rock']]",[56],[59]
654,0.679,0.592,11.0,-5.521,0.0,0.12,0.82,0.0,0.183,0.618,138.063,156052.0,4.0,41,False,['Tame Impala'],"[['australian psych', 'neo-psychedelic']]",[35],[83]
655,0.802,0.382,10.0,-7.356,1.0,0.0312,0.792,0.163,0.0783,0.581,99.969,196800.0,4.0,39,False,"['Sydney Franklin', 'Mac Ayres']","[['bedroom soul'], ['alternative r&b', 'indie r&b']]","[35, 35]","[32, 66]"
656,0.72,0.562,2.0,-7.642,1.0,0.0367,0.0359,0.0,0.126,0.393,98.943,188293.0,4.0,65,True,['ODIE'],"[['alternative r&b', 'indie r&b', 'trap soul']]",[64],[63]
657,0.636,0.556,6.0,-8.994,0.0,0.0539,0.194,0.137,0.1,0.363,77.108,203318.0,4.0,58,False,['Rejjie Snow'],"[['hip hop', 'irish hip hop', 'rap']]",[57],[68]
658,0.707,0.767,7.0,-7.072,1.0,0.0323,0.0279,0.000295,0.169,0.832,139.985,204014.0,4.0,1,True,['Cautious Clay'],"[['alternative r&b', 'electropop', 'indie r&b', 'nyc pop']]",[0],[65]
