,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,song_popularity,explicit,artists,genres,album_popularity,artist_popularity
315,0.48,0.526,5.0,-7.099,1.0,0.275,0.071,0.0,0.0879,0.374,199.662,267733.0,3.0,70,True,['NIKI'],"[['indie r&b', 'indonesian r&b', 'pop']]",[64],[75]
316,0.413,0.521,9.0,-4.469,1.0,0.0466,0.162,0.0,0.323,0.532,103.391,218808.0,4.0,76,False,['EDEN'],"[['indie poptimism', 'modern rock', 'pop']]",[76],[74]
317,0.24,0.116,0.0,-13.216,1.0,0.0329,0.877,0.00092,0.1,0.0937,77.349,188324.0,3.0,69,False,['Frank Ocean'],"[['alternative r&b', 'hip hop', 'lgbtq+ hip hop', 'neo soul', 'pop']]",[62],[86]
318,0.613,0.469,0.0,-6.033,1.0,0.539,0.454,0.0,0.0987,0.52,129.414,214154.0,4.0,0,False,['Jon Waltz'],[[]],[0],[44]
319,0.662,0.435,8.0,-11.173,1.0,0.0728,0.831,0.0,0.249,0.24,109.065,171743.0,4.0,51,False,['dhruv'],"[['indie r&b', 'lo-fi chill', 'nyc pop']]",[45],[51]
320,0.771,0.607,5.0,-12.02,0.0,0.113,0.334,0.0,0.122,0.79,90.035,101000.0,4.0,61,False,['khai dreams'],"[['indie pop', 'lo-fi beats', 'pop']]",[54],[72]
321,0.42,0.638,2.0,-4.212,1.0,0.209,0.817,0.0,0.371,0.478,88.546,273349.0,4.0,58,False,"['Kehlani', 'Musiq Soulchild']","[['pop', 'pop rap', 'post-teen pop', 'r&b', 'rap'], ['dance pop', 'hip pop', 'neo soul', 'quiet storm', 'r&b', 'urban contemporary']]","[76, 76]","[86, 62]"
322,0.62,0.388,5.0,-12.175,1.0,0.037,0.568,3.53e-05,0.113,0.204,109.952,248720.0,4.0,44,False,['Valley'],"[['electropop', 'hopebeat', 'indie cafe pop', 'indie electropop', 'indie pop', 'indie poptimism', 'indiecoustica', 'indietronica', 'stomp and holler']]",[50],[58]
323,0.198,0.162,1.0,-15.815,1.0,0.0343,0.926,0.00896,0.135,0.0527,70.453,185523.0,1.0,60,False,['Daniel Caesar'],"[['canadian contemporary r&b', 'pop']]",[79],[80]
324,0.689,0.584,1.0,-5.768,0.0,0.119,0.339,0.0,0.297,0.676,156.572,191680.0,4.0,72,False,"['KYLE', 'Kehlani']","[['pop rap', 'rap'], ['pop', 'pop rap', 'post-teen pop', 'r&b', 'rap']]","[71, 71]","[76, 86]"
325,0.471,0.333,8.0,-11.857,0.0,0.0375,0.00391,0.000186,0.556,0.124,80.768,190370.0,4.0,39,False,['Ghost Loft'],[['gauze pop']],[33],[58]
326,0.315,0.227,5.0,-13.27,0.0,0.0313,0.904,0.0,0.377,0.199,140.071,312115.0,4.0,57,False,['Daniel Caesar'],"[['canadian contemporary r&b', 'pop']]",[51],[80]
327,0.744,0.622,10.0,-6.756,0.0,0.0458,0.052,0.0,0.194,0.567,101.561,176036.0,4.0,55,True,"['Anderson .Paak', 'Nate Dogg']","[['escape room'], ['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']]","[71, 71]","[79, 79]"
328,0.754,0.376,0.0,-7.561,1.0,0.204,0.404,0.0,0.358,0.554,95.018,251427.0,4.0,55,False,['Musiq Soulchild'],"[['dance pop', 'hip pop', 'neo soul', 'quiet storm', 'r&b', 'urban contemporary']]",[53],[62]
329,0.847,0.55,10.0,-9.285,1.0,0.3,0.282,0.000266,0.113,0.529,88.017,252267.0,4.0,59,True,['Russ'],"[['hawaiian hip hop', 'rap']]",[74],[84]
330,0.484,0.601,0.0,-8.972,1.0,0.086,0.873,0.903,0.159,0.0503,94.964,245684.0,4.0,39,False,['Majik'],[['vapor soul']],[39],[40]
331,0.622,0.229,1.0,-11.322,1.0,0.0445,0.768,0.00906,0.134,0.0998,81.87,237093.0,4.0,65,True,['Mac Miller'],"[['hip hop', 'pittsburgh rap', 'rap']]",[81],[86]
332,0.625,0.646,0.0,-5.862,1.0,0.0359,0.031,2.15e-05,0.241,0.118,91.946,187826.0,4.0,44,False,"['Lauv', 'R3HAB']","[['pop'], ['big room', 'dutch house', 'edm', 'electro house', 'pop', 'progressive electro house', 'tropical house']]","[60, 60]","[88, 84]"
333,0.513,0.131,0.0,-12.787,1.0,0.467,0.983,0.00414,0.12,0.814,105.808,66786.0,5.0,63,False,['Frank Ocean'],"[['alternative r&b', 'hip hop', 'lgbtq+ hip hop', 'neo soul', 'pop']]",[85],[86]
334,0.64,0.74,4.0,-4.083,1.0,0.0284,0.0115,0.00678,0.167,0.785,116.879,216320.0,4.0,85,True,['Tame Impala'],"[['australian psych', 'neo-psychedelic']]",[83],[83]
335,0.632,0.366,3.0,-12.149,1.0,0.0279,0.566,0.485,0.115,0.176,144.025,200899.0,4.0,30,False,['Michael Seyer'],"[['bedroom pop', 'indie garage rock']]",[53],[52]
336,0.462,0.595,2.0,-9.363,1.0,0.0347,0.215,0.0,0.184,0.64,113.719,152613.0,4.0,62,False,['Arctic Monkeys'],"[['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']]",[59],[84]
337,0.477,0.483,0.0,-7.344,1.0,0.0273,0.256,0.79,0.337,0.557,123.875,259065.0,3.0,41,False,['Durand Jones & The Indications'],[['funk']],[56],[57]
338,0.529,0.608,7.0,-7.809,1.0,0.0811,0.166,0.0185,0.109,0.616,125.017,148760.0,4.0,56,True,['Frank Ocean'],"[['alternative r&b', 'hip hop', 'lgbtq+ hip hop', 'neo soul', 'pop']]",[76],[86]
339,0.476,0.407,4.0,-9.239,0.0,0.0368,0.247,0.0,0.144,0.226,178.258,242467.0,4.0,62,False,['Tamia'],"[['canadian pop', 'dance pop', 'deep pop r&b', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']]",[58],[66]
340,0.529,0.314,0.0,-10.323,1.0,0.0461,0.354,0.000436,0.102,0.288,129.666,199240.0,3.0,62,False,['Khalid'],"[['alternative r&b', 'pop']]",[82],[93]
341,0.573,0.545,7.0,-4.247,0.0,0.0288,0.0969,0.0,0.329,0.297,83.378,271387.0,4.0,70,True,"['Kanye West', 'PARTYNEXTDOOR']","[['chicago rap', 'hip hop', 'rap'], ['pop', 'pop rap', 'rap', 'toronto rap', 'trap', 'urban contemporary']]","[75, 75]","[91, 83]"
342,0.674,0.126,1.0,-16.865,1.0,0.0375,0.958,2.26e-05,0.355,0.346,109.827,241302.0,4.0,33,False,['Imogen Heap'],"[['etherpop', 'lilith', 'metropopolis']]",[43],[62]
343,0.608,0.359,2.0,-8.916,1.0,0.0324,0.489,0.0,0.267,0.293,118.15,187600.0,4.0,51,False,"['Drugdealer', 'Sheer Agony']","[['experimental pop', 'indie garage rock', 'indie rock', 'neo-psychedelic', 'psychedelic pop'], []]","[59, 59]","[54, 38]"
344,0.641,0.487,2.0,-7.098,1.0,0.03,0.271,0.00223,0.133,0.322,108.933,124954.0,4.0,62,False,['Omar Apollo'],"[['alternative r&b', 'bedroom pop', 'bedroom soul', 'indie r&b', 'pop']]",[55],[68]
345,0.746,0.653,7.0,-6.745,1.0,0.289,0.378,0.0,0.229,0.672,75.016,253107.0,4.0,76,True,"['KYLE', 'Lil Yachty']","[['pop rap', 'rap'], ['atl hip hop', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap']]","[70, 70]","[76, 85]"
346,0.606,0.13,5.0,-10.029,1.0,0.134,0.945,5.07e-06,0.117,0.177,177.1,111050.0,4.0,58,False,['Mac Miller'],"[['hip hop', 'pittsburgh rap', 'rap']]",[59],[86]
347,0.699,0.304,1.0,-11.192,1.0,0.0993,0.779,0.000993,0.137,0.271,119.705,160184.0,4.0,82,True,['XXXTENTACION'],"[['emo rap', 'miami hip hop']]",[91],[92]
348,0.564,0.484,8.0,-9.201,1.0,0.345,0.579,0.0,0.36,0.495,116.332,222836.0,4.0,0,False,"['Charlie Burg', 'Eddie Codrington', 'Daniel James']","[['ann arbor indie', 'bedroom soul', 'indie cafe pop', 'indie pop', 'indie r&b', 'indietronica'], [], []]","[1, 1, 1]","[58, 35, 37]"
349,0.551,0.26,6.0,-10.867,1.0,0.289,0.605,0.0,0.77,0.18,131.123,155407.0,3.0,31,False,['Phony Ppl'],"[['alternative r&b', 'indie soul', 'neo r&b']]",[49],[59]
350,0.84,0.192,6.0,-12.843,1.0,0.0514,0.409,6e-06,0.101,0.31,114.93,266227.0,3.0,59,True,['Daniel Caesar'],"[['canadian contemporary r&b', 'pop']]",[73],[80]
351,0.559,0.871,5.0,-5.338,0.0,0.0392,7.53e-06,0.00524,0.096,0.573,104.976,213920.0,4.0,66,False,['TV Girl'],"[['art pop', 'chillwave', 'experimental pop', 'indie garage rock', 'indie pop', 'indie rock', 'indietronica']]",[64],[60]
352,0.667,0.473,2.0,-12.597,1.0,0.0502,0.759,0.000354,0.117,0.69,134.933,174222.0,3.0,1,False,['Still Woozy'],"[['bedroom pop', 'indie pop', 'modern rock', 'oakland indie']]",[0],[74]
353,0.414,0.473,11.0,-8.911,0.0,0.116,0.663,0.0523,0.128,0.409,100.0,129698.0,4.0,70,False,['Steve Lacy'],[['rap']],[63],[72]
354,0.386,0.118,2.0,-14.114,1.0,0.0406,0.945,1.15e-05,0.105,0.0363,111.745,194707.0,4.0,29,False,['Villagers'],"[['chamber pop', 'indie folk', 'indie rock', 'neo mellow', 'stomp and holler']]",[40],[63]
355,0.87,0.76,9.0,-7.157,1.0,0.152,0.541,0.0,0.108,0.751,124.973,142182.0,4.0,53,True,['BROCKHAMPTON'],"[['boy band', 'pop', 'rap']]",[46],[81]
356,0.749,0.566,1.0,-7.793,1.0,0.268,0.409,0.0,0.0918,0.795,72.008,192000.0,5.0,53,False,['Kaiit'],"[['alternative r&b', 'australian hip hop', 'australian r&b']]",[47],[53]
357,0.544,0.833,7.0,-6.903,1.0,0.0656,0.00595,0.0303,0.132,0.241,127.981,234013.0,4.0,0,False,"['NONONO', 'The Jane Doze']","[['swedish alternative rock', 'swedish indie pop'], []]","[0, 0]","[52, 36]"
358,0.748,0.715,2.0,-5.137,1.0,0.0451,0.249,0.0369,0.164,0.226,130.087,234173.0,4.0,63,True,['BROCKHAMPTON'],"[['boy band', 'pop', 'rap']]",[81],[81]
359,0.594,0.37,11.0,-11.674,0.0,0.404,0.832,0.0,0.108,0.309,135.391,262360.0,4.0,68,True,"['A$AP Rocky', 'Frank Ocean']","[['east coast hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap'], ['alternative r&b', 'hip hop', 'lgbtq+ hip hop', 'neo soul', 'pop']]","[79, 79]","[86, 86]"
360,0.367,0.109,11.0,-14.771,0.0,0.0369,0.93,7.07e-06,0.313,0.245,72.412,103540.0,4.0,9,False,['Molly with Charles'],[['indie r&b']],[32],[29]
361,0.599,0.887,4.0,-3.967,1.0,0.0984,0.0192,1.21e-06,0.3,0.881,170.918,193837.0,4.0,78,False,['Normani'],"[['dance pop', 'pop', 'post-teen pop', 'r&b']]",[71],[78]
362,0.55,0.374,0.0,-8.079,1.0,0.0237,0.721,0.000168,0.133,0.193,94.031,281248.0,4.0,3,False,['Hippo Campus'],"[['indie pop', 'indie poptimism', 'indie rock', 'indietronica', 'minneapolis indie', 'modern alternative rock', 'modern rock']]",[2],[69]
363,0.842,0.734,1.0,-5.065,0.0,0.0588,0.0427,0.0,0.106,0.952,137.958,181040.0,4.0,29,False,['Jonas Brothers'],"[['boy band', 'dance pop', 'pop', 'pop rock', 'post-teen pop']]",[23],[85]
364,0.672,0.334,1.0,-10.194,1.0,0.0322,0.304,0.0637,0.317,0.434,110.205,260090.0,4.0,54,False,"['Foxwarren', 'Andy Shauf', 'D. A. Kissick']","[['indie folk', 'saskatchewan indie'], ['art pop', 'canadian folk', 'canadian indie', 'canadian indie folk', 'chamber pop', 'freak folk', 'indie folk', 'indie rock', 'saskatchewan indie', 'stomp and holler'], []]","[52, 52, 52]","[47, 58, 46]"
365,0.844,0.362,2.0,-10.071,1.0,0.0363,0.568,0.771,0.109,0.202,115.988,238667.0,4.0,61,False,['Rhye'],"[['downtempo', 'indie soul', 'indietronica', 'shimmer pop']]",[62],[68]
366,0.516,0.638,7.0,-6.673,0.0,0.0796,0.614,0.0,0.099,0.642,180.216,167207.0,3.0,56,True,['Kehlani'],"[['pop', 'pop rap', 'post-teen pop', 'r&b', 'rap']]",[76],[86]
367,0.743,0.481,8.0,-10.136,0.0,0.0368,0.0527,0.000482,0.0862,0.915,94.036,270545.0,4.0,41,False,['HONEYMOAN'],"[['cape town indie', 'south african alternative', 'south african rock']]",[35],[42]
368,0.595,0.754,11.0,-5.827,0.0,0.181,0.0142,0.0,0.247,0.647,83.155,239880.0,4.0,58,True,['Kanye West'],"[['chicago rap', 'hip hop', 'rap']]",[75],[91]
369,0.783,0.84,1.0,-3.416,1.0,0.051,0.174,0.0,0.412,0.839,95.001,200480.0,4.0,74,False,['Daddy Yankee'],"[['latin', 'latin hip hop', 'reggaeton', 'tropical']]",[68],[92]
370,0.892,0.507,0.0,-8.282,1.0,0.378,0.704,3.14e-05,0.109,0.695,143.96,158587.0,4.0,70,True,"['Ariana Grande', 'Victoria Monét']","[['dance pop', 'pop', 'post-teen pop'], ['alternative r&b', 'deep pop r&b', 'indie r&b', 'post-teen pop']]","[63, 63]","[95, 65]"
371,0.457,0.417,5.0,-14.411,1.0,0.256,0.881,3.09e-05,0.3,0.473,127.218,222817.0,3.0,47,False,"['Paul Mccall', 'Wbu']","[[], []]","[41, 41]","[35, 35]"
372,0.405,0.571,6.0,-6.098,1.0,0.0523,0.22,0.0,0.0999,0.27,143.921,242603.0,4.0,43,False,['Passion Pit'],"[['alternative dance', 'indie pop', 'indie rock', 'indietronica', 'modern rock', 'pop rock', 'shimmer pop']]",[45],[66]
373,0.746,0.559,5.0,-4.008,1.0,0.0316,0.703,0.0,0.148,0.368,117.943,200680.0,4.0,74,True,['Post Malone'],"[['dfw rap', 'melodic rap', 'rap']]",[95],[95]
374,0.511,0.441,4.0,-10.264,0.0,0.0563,0.749,0.0,0.123,0.382,125.117,183283.0,4.0,58,True,['Tierra Whack'],"[['alternative r&b', 'escape room']]",[52],[68]
375,0.47,0.41,2.0,-14.182,1.0,0.0284,0.161,0.0728,0.172,0.381,169.962,188867.0,4.0,0,True,['Lunar Vacation'],"[['atlanta indie', 'indie garage rock', 'indie pop']]",[1],[48]
376,0.62,0.221,11.0,-10.044,1.0,0.0619,0.799,2.14e-05,0.677,0.377,132.428,223113.0,4.0,20,False,['Charlie Burg'],"[['ann arbor indie', 'bedroom soul', 'indie cafe pop', 'indie pop', 'indie r&b', 'indietronica']]",[25],[58]
377,0.715,0.624,4.0,-3.046,0.0,0.114,0.11,0.0,0.123,0.412,158.087,173325.0,4.0,74,True,['Lizzo'],"[['escape room', 'minnesota hip hop', 'pop', 'pop rap', 'trap queen']]",[72],[82]
378,0.494,0.344,2.0,-9.379,1.0,0.0532,0.691,0.112,0.126,0.329,113.822,354873.0,3.0,38,True,['Peach Tree Rascals'],"[['alternative r&b', 'indie r&b']]",[32],[66]
379,0.759,0.505,10.0,-7.359,0.0,0.0518,0.22,1.15e-05,0.293,0.802,78.996,149378.0,4.0,49,True,['Jenevieve'],"[['alternative r&b', 'indie r&b', 'lo-fi chill']]",[43],[46]
380,0.828,0.323,8.0,-11.44,0.0,0.0622,0.231,0.000218,0.11,0.272,97.038,197953.0,4.0,56,False,['Wolftyla'],[['trap queen']],[50],[45]
381,0.744,0.475,2.0,-9.449,0.0,0.0283,0.342,0.00345,0.107,0.22,86.992,159667.0,4.0,52,False,['UMI'],"[['alternative r&b', 'bedroom soul', 'indie r&b', 'pop']]",[62],[70]
382,0.444,0.152,8.0,-12.87,0.0,0.0471,0.953,8.85e-05,0.0966,0.227,115.95,231040.0,1.0,72,False,['Frank Ocean'],"[['alternative r&b', 'hip hop', 'lgbtq+ hip hop', 'neo soul', 'pop']]",[66],[86]
383,0.634,0.252,0.0,-13.668,1.0,0.0344,0.784,0.00394,0.28,0.253,77.069,168397.0,4.0,23,False,['Black Pool'],[['bedroom pop']],[37],[47]
384,0.693,0.504,9.0,-11.621,1.0,0.0402,0.628,0.4,0.111,0.254,105.021,237700.0,4.0,58,False,"['Thundercat', 'Ty Dolla $ign', 'Lil B']","[['afrofuturism', 'indie soul'], ['hip hop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul'], ['escape room', 'underground hip hop']]","[71, 71, 71]","[71, 88, 55]"
385,0.426,0.0613,9.0,-17.04,1.0,0.0401,0.963,0.00368,0.162,0.178,134.959,105933.0,3.0,60,False,['Jhené Aiko'],"[['alternative r&b', 'pop', 'r&b', 'urban contemporary']]",[82],[84]
386,0.801,0.388,6.0,-9.737,0.0,0.205,0.422,0.00532,0.104,0.627,155.021,186667.0,4.0,57,False,['Bruno Major'],"[['indie r&b', 'pop']]",[51],[71]
387,0.61,0.457,0.0,-8.876,1.0,0.0509,0.557,0.0,0.128,0.586,129.206,196795.0,4.0,55,False,['Giveon'],"[['alternative r&b', 'indie r&b']]",[49],[76]
388,0.673,0.353,10.0,-7.74,0.0,0.0638,0.755,7.58e-05,0.115,0.458,119.77,260522.0,3.0,60,False,['Giveon'],"[['alternative r&b', 'indie r&b']]",[54],[76]
389,0.613,0.428,0.0,-9.064,1.0,0.0514,0.245,0.0,0.254,0.352,105.09,168907.0,4.0,61,False,['UMI'],"[['alternative r&b', 'bedroom soul', 'indie r&b', 'pop']]",[54],[70]
390,0.646,0.0828,10.0,-16.205,1.0,0.0435,0.838,1.2e-05,0.0934,0.293,108.826,154000.0,4.0,67,False,['Ollie MN'],"[['indie cafe pop', 'indie pop', 'lo-fi beats']]",[62],[58]
391,0.791,0.267,5.0,-11.997,1.0,0.0415,0.674,0.534,0.102,0.544,165.99,215111.0,4.0,66,False,['Men I Trust'],[['indie pop']],[60],[64]
392,0.392,0.37,9.0,-10.888,1.0,0.0298,0.205,0.0096,0.0821,0.512,48.718,293293.0,4.0,78,False,['Chris Stapleton'],"[['contemporary country', 'outlaw country']]",[78],[78]
393,0.621,0.538,10.0,-9.307,1.0,0.0401,0.0117,0.0189,0.583,0.311,85.977,367293.0,4.0,68,False,"['Childish Gambino', 'Ariana Grande']","[['atl hip hop', 'hip hop', 'pop rap', 'rap'], ['dance pop', 'pop', 'post-teen pop']]","[75, 75]","[83, 95]"
394,0.538,0.463,0.0,-13.573,1.0,0.038,0.0946,0.000304,0.114,0.207,149.927,479187.0,4.0,62,False,['Childish Gambino'],"[['atl hip hop', 'hip hop', 'pop rap', 'rap']]",[75],[83]
395,0.681,0.597,4.0,-12.623,0.0,0.0637,0.378,0.582,0.125,0.486,148.018,360933.0,4.0,61,False,['Childish Gambino'],"[['atl hip hop', 'hip hop', 'pop rap', 'rap']]",[75],[83]
396,0.715,0.597,0.0,-8.939,1.0,0.0749,0.012,0.00273,0.0925,0.186,114.98,308547.0,4.0,65,False,['Childish Gambino'],"[['atl hip hop', 'hip hop', 'pop rap', 'rap']]",[75],[83]
397,0.617,0.525,8.0,-10.426,0.0,0.12,0.554,1.1e-06,0.135,0.377,135.781,212867.0,4.0,80,True,"['Jhené Aiko', 'H.E.R.']","[['alternative r&b', 'pop', 'r&b', 'urban contemporary'], ['pop', 'r&b']]","[82, 82]","[84, 82]"
398,0.7,0.414,0.0,-10.864,1.0,0.0373,0.849,0.0606,0.107,0.444,60.479,406467.0,4.0,60,False,['The Internet'],"[['alternative r&b', 'escape room', 'indie soul', 'lgbtq+ hip hop']]",[64],[66]
399,0.665,0.488,0.0,-4.711,0.0,0.327,0.391,0.000647,0.0952,0.549,151.582,149320.0,4.0,57,True,['SZA'],"[['pop', 'pop rap', 'rap']]",[80],[82]
400,0.721,0.704,6.0,-6.364,1.0,0.0606,0.176,3.71e-06,0.143,0.735,125.004,158206.0,4.0,75,True,['A$AP Rocky'],"[['east coast hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']]",[69],[86]
401,0.618,0.669,7.0,-7.457,1.0,0.0359,0.535,0.0,0.577,0.789,97.0,189818.0,4.0,61,False,"['Thundercat', 'Steve Lacy', 'Steve Arrington', 'Childish Gambino']","[['afrofuturism', 'indie soul'], ['rap'], ['funk', 'post-disco'], ['atl hip hop', 'hip hop', 'pop rap', 'rap']]","[71, 71, 71, 71]","[71, 72, 52, 83]"
402,0.613,0.61,5.0,-7.416,1.0,0.364,0.339,0.0,0.0856,0.498,94.957,314707.0,4.0,51,False,['Ms. Lauryn Hill'],"[['conscious hip hop', 'dance pop', 'hip pop', 'neo soul', 'new jersey rap', 'pop', 'r&b', 'urban contemporary']]",[75],[72]
403,0.742,0.645,6.0,-10.248,1.0,0.386,0.148,2.86e-05,0.0861,0.804,112.402,162147.0,4.0,65,True,"['KAYTRANADA', 'GoldLink', 'Ari PenSmith', 'Eight9FLY']","[['escape room', 'indie soul', 'lgbtq+ hip hop'], ['alternative r&b', 'dmv rap', 'hip hop', 'rap', 'underground hip hop'], [], []]","[72, 72, 72, 72]","[73, 73, 55, 53]"
404,0.736,0.503,11.0,-11.249,0.0,0.174,0.637,0.00113,0.104,0.571,92.032,159130.0,4.0,62,True,['dhruv'],"[['indie r&b', 'lo-fi chill', 'nyc pop']]",[56],[51]
405,0.682,0.281,5.0,-14.267,1.0,0.126,0.804,0.359,0.106,0.475,82.954,287871.0,4.0,71,False,['Mac Miller'],"[['hip hop', 'pittsburgh rap', 'rap']]",[75],[86]
406,0.505,0.391,3.0,-11.599,1.0,0.0416,0.669,0.052,0.113,0.36,135.12,254099.0,4.0,64,False,['Mac Miller'],"[['hip hop', 'pittsburgh rap', 'rap']]",[75],[86]
407,0.771,0.748,8.0,-5.834,1.0,0.0574,0.154,0.0,0.0888,0.704,82.979,191773.0,4.0,52,True,"['Mac Miller', 'Phonte']","[['hip hop', 'pittsburgh rap', 'rap'], ['alternative hip hop', 'alternative r&b', 'hip hop', 'nc hip hop', 'neo r&b', 'neo soul', 'soul flow']]","[69, 69]","[86, 52]"
408,0.672,0.422,4.0,-9.701,1.0,0.0433,0.294,0.000271,0.126,0.213,80.107,175229.0,4.0,37,False,['Thea'],[['bedroom soul']],[31],[38]
409,0.484,0.466,6.0,-5.744,1.0,0.0292,0.00255,0.0053,0.119,0.168,120.001,261624.0,4.0,28,False,"['Glowbug', 'Lourdes Hernandez']","[[], []]","[22, 22]","[32, 22]"
410,0.876,0.492,11.0,-8.11,0.0,0.153,0.0136,0.000283,0.0678,0.4,151.044,166799.0,4.0,82,True,['Playboi Carti'],"[['atl hip hop', 'hip hop', 'rap', 'trap']]",[76],[85]
411,0.43,0.703,2.0,-3.684,1.0,0.229,0.521,0.0,0.132,0.435,45.78,165009.0,3.0,65,True,['Kehlani'],"[['pop', 'pop rap', 'post-teen pop', 'r&b', 'rap']]",[59],[86]
412,0.857,0.69,6.0,-4.474,1.0,0.0437,0.0415,0.0,0.0942,0.799,121.09,130686.0,4.0,67,False,['Kelly Rowland'],"[['atl hip hop', 'dance pop', 'deep pop r&b', 'hip pop', 'neo soul', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary']]",[60],[71]
413,0.742,0.579,2.0,-6.289,1.0,0.0338,0.283,0.133,0.152,0.541,130.033,225773.0,4.0,61,True,['Victoria Monét'],"[['alternative r&b', 'deep pop r&b', 'indie r&b', 'post-teen pop']]",[54],[65]
414,0.603,0.723,0.0,-4.756,1.0,0.0455,0.0194,7.19e-06,0.201,0.23,94.958,154105.0,4.0,39,False,['Remi Wolf'],[['alternative r&b']],[48],[61]
415,0.637,0.708,6.0,-3.323,1.0,0.198,0.723,2.68e-06,0.192,0.755,82.562,166036.0,4.0,35,True,['Remi Wolf'],[['alternative r&b']],[48],[61]
416,0.729,0.571,11.0,-9.188,0.0,0.0869,0.0774,0.213,0.0994,0.582,81.486,300991.0,4.0,65,True,"['Tom Misch', 'Yussef Dayes', 'Freddie Gibbs']","[['indie soul'], ['british jazz', 'indie jazz', 'indie soul'], ['alternative hip hop', 'escape room', 'gangster rap', 'hip hop', 'rap', 'southern hip hop', 'underground hip hop']]","[59, 59, 59]","[76, 68, 72]"
417,0.366,0.452,1.0,-11.88,1.0,0.197,0.823,0.000126,0.0633,0.119,168.642,189012.0,4.0,62,False,['UMI'],"[['alternative r&b', 'bedroom soul', 'indie r&b', 'pop']]",[56],[70]
418,0.633,0.511,0.0,-8.1,0.0,0.081,0.464,0.0,0.0727,0.389,79.001,75800.0,1.0,57,True,"['SZA', 'James Fauntleroy']","[['pop', 'pop rap', 'rap'], []]","[80, 80]","[82, 58]"
419,0.819,0.744,9.0,-6.826,0.0,0.0799,0.0133,0.00177,0.0995,0.665,102.995,191068.0,4.0,72,False,"['Khalid', 'Disclosure', 'DaVido', 'Tems']","[['alternative r&b', 'pop'], ['house', 'pop', 'tropical house', 'uk dance'], ['afropop', 'ghanaian hip hop', 'nigerian pop'], ['nigerian pop']]","[65, 65, 65, 65]","[93, 82, 71, 60]"
420,0.551,0.674,7.0,-5.15,1.0,0.425,0.0446,0.0,0.0922,0.55,147.368,160000.0,4.0,65,True,"['SiR', 'Boogie']","[['alternative r&b', 'hip hop', 'la pop', 'rap'], ['hip hop', 'rap', 'underground hip hop']]","[59, 59]","[72, 64]"
421,0.651,0.64,9.0,-8.386,0.0,0.0866,0.656,0.391,0.151,0.646,91.087,240331.0,4.0,63,False,"['Tom Misch', 'Yussef Dayes']","[['indie soul'], ['british jazz', 'indie jazz', 'indie soul']]","[71, 71]","[76, 68]"
422,0.798,0.443,2.0,-6.062,1.0,0.0403,0.244,0.0,0.326,0.354,125.232,293053.0,4.0,68,True,['Akon'],[['dance pop']],[68],[82]
423,0.548,0.457,4.0,-7.626,1.0,0.0691,0.224,8.32e-05,0.11,0.494,175.659,197727.0,4.0,71,False,['H.E.R.'],"[['pop', 'r&b']]",[65],[82]
424,0.776,0.559,6.0,-8.375,0.0,0.103,0.11,0.0,0.0671,0.758,122.242,232200.0,4.0,77,False,['Bob Marley & The Wailers'],[['reggae']],[74],[84]
425,0.868,0.656,7.0,-6.579,1.0,0.0351,0.0879,0.00316,0.14,0.793,114.991,168983.0,4.0,68,False,['Audrey Mika'],[['pop']],[62],[69]
426,0.625,0.576,11.0,-5.693,0.0,0.175,0.0543,4.07e-05,0.187,0.235,179.063,193147.0,4.0,61,False,['Miguel'],"[['dance pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']]",[58],[81]
427,0.884,0.333,9.0,-9.753,0.0,0.0617,0.293,0.0205,0.103,0.587,118.065,209450.0,4.0,66,False,['The Marías'],"[['bedroom pop', 'indie pop', 'la indie']]",[60],[66]
428,0.686,0.509,10.0,-9.173,1.0,0.404,0.864,0.0,0.12,0.651,106.889,182752.0,4.0,56,True,"['Noname', 'Smino', 'Saba']","[['alternative r&b', 'chicago rap', 'escape room', 'hip hop', 'indie soul', 'neo soul', 'rap'], ['alternative r&b', 'hip hop', 'rap', 'underground hip hop'], []]","[59, 59, 59]","[63, 73, 44]"
429,0.485,0.492,5.0,-6.462,0.0,0.331,0.425,0.0,0.105,0.876,78.001,243787.0,4.0,67,False,"['Jacob Collier', 'Mahalia', 'Ty Dolla $ign']","[['indie soul', 'uk alternative pop'], ['alternative r&b', 'indie anthem-folk', 'indie r&b', 'indie soul', 'pop', 'uk contemporary r&b'], ['hip hop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul']]","[61, 61, 61]","[64, 72, 88]"
430,0.709,0.889,1.0,-4.118,1.0,0.138,0.16,0.0,0.0469,0.822,95.01,223480.0,4.0,40,True,['Chiddy Bang'],"[['indie pop rap', 'philly rap', 'pop rap']]",[48],[57]
