,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,song_popularity,explicit,artists,genres,album_popularity,artist_popularity,like
1033,0.548,0.829,1,-4.103,0,0.285,0.339,0.0,0.537,0.452,93.62,194739,4,57,True,['Joey Bada$$'],"[['conscious hip hop', 'gangster rap', 'hip hop', 'rap', 'southern hip hop', 'underground hip hop']]",[58],[75],1
1034,0.695,0.604,11,-13.956,0,0.259,0.116,2e-06,0.227,0.759,89.734,189337,4,45,True,"['1 Young Micah', '3 Mill Rod']","[[], []]","[38, 38]","[32, 32]",1
1035,0.83,0.827,11,-4.008,0,0.274,0.194,0.0,0.0886,0.678,95.044,238827,4,1,False,['OutKast'],"[['atl hip hop', 'dirty south rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop']]",[3],[76],1
1036,0.633,0.737,11,-6.842,0,0.423,0.112,0.0,0.252,0.828,173.793,181159,4,0,True,['CJay'],"[['deep underground hip hop', 'underground hip hop']]",[0],[39],1
1037,0.605,0.756,8,-6.15,1,0.276,0.508,0.00321,0.161,0.302,85.118,263430,4,30,False,"['Soulpete', 'Oddisee']","[['polish alternative rap'], ['alternative hip hop', 'dmv rap', 'hip hop', 'sudanese pop']]","[24, 24]","[22, 54]",1
1038,0.462,0.546,0,-10.785,0,0.13,0.725,0.0,0.101,0.215,80.219,140643,4,32,True,"['Jetson', 'Beatmachinearon', 'Lord Apex']","[['phonk'], [], ['uk alternative hip hop']]","[24, 24, 24]","[41, 36, 49]",1
1039,0.582,0.668,9,-8.083,0,0.387,0.049,0.0,0.141,0.612,178.033,240506,4,42,True,"['Awon', 'Phoniks', 'Adad']","[['jazz rap'], ['chillhop', 'jazz boom bap', 'jazz rap'], ['traprun']]","[40, 40, 40]","[51, 53, 30]",1
1040,0.39,0.89,1,-6.145,1,0.203,0.0479,0.0,0.226,0.558,83.052,306893,4,41,False,['PaceWon & Mr. Green'],[['underground rap']],[38],[36],1
1041,0.725,0.7,11,-7.27,0,0.39,0.233,0.0,0.109,0.598,91.685,253307,4,0,True,['Masta Ace'],"[['alternative hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop']]",[0],[54],1
1042,0.918,0.734,11,-2.832,0,0.269,0.0294,7.9e-06,0.191,0.608,97.044,230693,4,66,True,['OutKast'],"[['atl hip hop', 'dirty south rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop']]",[65],[76],1
1043,0.697,0.681,4,-5.084,0,0.219,0.0598,0.0,0.301,0.82,77.847,258987,4,60,True,"['UGK', 'OutKast']","[['dirty south rap', 'gangster rap', 'hip hop', 'houston rap', 'rap', 'southern hip hop', 'trap'], ['atl hip hop', 'dirty south rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop']]","[54, 54]","[63, 76]",1
1044,0.6,0.806,8,-6.247,1,0.452,0.0245,0.0,0.34,0.767,160.059,188657,4,38,False,['Shad'],"[['canadian hip hop', 'conscious hip hop']]",[31],[41],1
1045,0.565,0.749,10,-6.629,0,0.0769,0.655,0.432,0.106,0.881,180.598,175360,4,61,False,"['Nujabes', 'Cise Star', 'Akin']","[['chillhop', 'downtempo', 'japanese chillhop', 'jazz rap'], [], []]","[63, 63, 63]","[64, 47, 48]",1
1046,0.493,0.695,8,-6.783,0,0.252,0.00666,0.0,0.324,0.403,171.558,201603,4,31,True,"['Apollo Brown', 'Rapper Big Pooh', 'Dynasty']","[['alternative hip hop', 'boom bap', 'hardcore hip hop', 'hip hop'], ['alternative hip hop', 'nc hip hop', 'soul flow'], []]","[39, 39, 39]","[54, 36, 18]",1
1047,0.826,0.8,10,-2.844,0,0.147,0.17,0.0,0.0656,0.9,93.572,242000,4,48,True,['The Pharcyde'],"[['alternative hip hop', 'hardcore hip hop', 'hip hop', 'jazz rap', 'rap', 'west coast rap']]",[41],[62],1
1048,0.756,0.781,10,-8.197,0,0.167,0.0301,0.00216,0.323,0.841,94.118,296267,4,5,True,['The Pharcyde'],"[['alternative hip hop', 'hardcore hip hop', 'hip hop', 'jazz rap', 'rap', 'west coast rap']]",[3],[62],1
1049,0.86,0.61,9,-6.955,0,0.448,0.133,0.0,0.379,0.701,92.857,309733,4,23,True,['Organized Konfusion'],"[['hardcore hip hop', 'jazz rap', 'queens hip hop']]",[30],[31],1
1050,0.866,0.691,5,-4.371,0,0.0478,0.727,0.503,0.0737,0.87,94.997,336867,4,58,False,"['Nujabes', 'Shing02']","[['chillhop', 'downtempo', 'japanese chillhop', 'jazz rap'], ['ambeat']]","[63, 63]","[64, 49]",1
1051,0.865,0.665,7,-6.289,1,0.073,0.0453,0.0,0.224,0.331,111.113,268827,4,63,True,"['2Pac', 'Talent']","[['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap'], []]","[71, 71]","[81, 61]",1
1052,0.51,0.956,4,-5.79,0,0.0447,0.0129,0.037,0.385,0.812,90.649,173733,4,0,False,['Jean Leloup'],"[['indie quebecois', 'pop quebecois', 'rock quebecois']]",[0],[51],1
1053,0.487,0.653,0,-6.873,1,0.0516,0.369,0.269,0.321,0.483,139.441,159800,4,0,False,['Jean Leloup'],"[['indie quebecois', 'pop quebecois', 'rock quebecois']]",[0],[51],1
1054,0.517,0.928,4,-8.881,0,0.0448,0.0145,0.0233,0.481,0.728,90.593,172707,4,0,False,['Jean Leloup'],"[['indie quebecois', 'pop quebecois', 'rock quebecois']]",[0],[51],1
1055,0.604,0.606,7,-8.544,0,0.0254,0.312,0.868,0.0846,0.592,106.869,186373,4,0,False,['Karkwa'],"[['indie quebecois', 'rock quebecois']]",[0],[34],1
1056,0.412,0.289,0,-12.389,1,0.0292,0.92,0.00632,0.11,0.147,131.895,282241,4,28,False,['Louis-Jean Cormier'],[['indie quebecois']],[39],[47],1
1057,0.347,0.695,6,-6.224,0,0.0491,0.00474,1.14e-06,0.627,0.273,177.997,265947,4,32,False,['Louis-Jean Cormier'],[['indie quebecois']],[36],[47],1
1058,0.421,0.897,0,-4.55,1,0.0451,0.000683,5.56e-05,0.855,0.52,90.246,255107,4,33,False,['Louis-Jean Cormier'],[['indie quebecois']],[36],[47],1
1059,0.624,0.766,2,-7.86,1,0.0731,0.345,0.0,0.113,0.548,95.128,189107,4,43,False,['Kaïn'],"[['country quebecois', 'rock quebecois']]",[48],[48],1
1060,0.713,0.539,9,-8.499,0,0.0296,0.822,0.000161,0.0979,0.68,102.0,257293,4,36,False,['Jean Leloup'],"[['indie quebecois', 'pop quebecois', 'rock quebecois']]",[43],[51],1
1061,0.472,0.354,6,-9.389,0,0.0408,0.764,0.005,0.327,0.12,134.756,226333,3,32,False,['Matt Holubowski'],"[['canadian folk', 'indie quebecois']]",[40],[45],1
1062,0.531,0.539,7,-10.684,1,0.0942,0.676,0.0552,0.0969,0.438,184.014,240560,4,22,False,['Matt Holubowski'],"[['canadian folk', 'indie quebecois']]",[40],[45],1
1063,0.353,0.613,2,-10.72,1,0.0339,0.506,0.00126,0.124,0.403,143.667,328107,3,22,False,['Louis-Jean Cormier'],[['indie quebecois']],[36],[47],1
1064,0.724,0.577,5,-5.854,0,0.0451,0.0345,0.00792,0.135,0.601,125.979,207160,4,43,False,['Alex Nevsky'],[['pop quebecois']],[38],[41],1
1065,0.478,0.563,2,-7.767,1,0.073,0.00716,0.0,0.0819,0.641,171.792,233200,4,37,False,['Pierre Lapointe'],[['pop quebecois']],[37],[47],1
1066,0.435,0.529,0,-8.83,1,0.0319,0.206,0.0,0.132,0.23,73.964,210173,4,33,False,['Robert Charlebois'],[['chanson quebecois']],[29],[41],1
1067,0.659,0.748,4,-7.809,0,0.0424,0.342,3.04e-05,0.319,0.872,113.055,224293,4,0,False,['Jean Leloup'],"[['indie quebecois', 'pop quebecois', 'rock quebecois']]",[0],[51],1
1068,0.541,0.127,11,-14.923,0,0.0963,0.924,0.00296,0.106,0.447,143.246,256160,5,16,False,['Georges Brassens'],"[['chanson', 'french rock']]",[45],[58],1
1069,0.567,0.145,11,-13.421,0,0.289,0.87,0.0,0.12,0.752,200.435,184200,3,29,False,['Georges Brassens'],"[['chanson', 'french rock']]",[34],[58],1
1070,0.554,0.692,9,-7.988,1,0.095,0.286,0.0,0.104,0.735,100.987,145040,4,8,False,['Paul Daraîche'],"[['chanson quebecois', 'country quebecois']]",[14],[35],1
1071,0.185,0.311,7,-9.479,1,0.0306,0.686,0.0,0.753,0.108,76.867,261293,3,41,False,['Claude Dubois'],[['chanson quebecois']],[37],[38],1
1072,0.672,0.848,2,-8.605,1,0.0635,9.53e-05,1.08e-05,0.0827,0.6,122.051,311200,4,44,False,['Jean Leloup'],"[['indie quebecois', 'pop quebecois', 'rock quebecois']]",[42],[51],1
1073,0.614,0.49,10,-14.492,1,0.462,0.828,0.634,0.679,0.542,64.478,89600,3,0,False,['Jean Leloup'],"[['indie quebecois', 'pop quebecois', 'rock quebecois']]",[0],[51],1
1074,0.28,0.289,2,-9.783,0,0.0317,0.845,0.0,0.139,0.216,96.345,248840,4,39,False,['Pierre Lapointe'],[['pop quebecois']],[33],[47],1
1075,0.733,0.514,2,-7.484,1,0.115,0.336,0.0,0.296,0.648,78.695,335840,4,48,False,['Les Colocs'],[['rock quebecois']],[46],[47],1
1076,0.549,0.193,0,-14.634,0,0.0317,0.301,0.000542,0.108,0.239,113.381,320320,3,42,False,['Beau Dommage'],[['prog quebec']],[43],[40],1
1077,0.582,0.407,10,-13.644,0,0.0636,0.269,0.093,0.21,0.656,137.47,220467,4,43,False,['Paul Piché'],[['chanson quebecois']],[39],[40],1
1078,0.82,0.407,4,-11.301,0,0.0387,0.771,0.00544,0.113,0.77,125.642,138027,4,16,False,['Jean Leloup'],"[['indie quebecois', 'pop quebecois', 'rock quebecois']]",[9],[51],1
1079,0.564,0.645,9,-7.44,0,0.047,0.491,0.0,0.244,0.504,163.839,250480,4,56,False,['Christophe Maé'],"[['chanson', 'francoton', 'french pop']]",[53],[60],1
1080,0.407,0.542,2,-9.382,1,0.0312,0.323,0.263,0.26,0.249,159.921,227973,3,25,False,['Daniel Bélanger'],[['indie quebecois']],[46],[48],1
1081,0.42,0.316,11,-13.804,0,0.04,0.47,1.38e-06,0.141,0.702,179.256,158173,4,46,False,['Daniel Bélanger'],[['indie quebecois']],[44],[48],1
1082,0.787,0.133,11,-24.175,0,0.255,0.803,1.31e-05,0.109,0.352,110.924,199286,4,39,False,['Sopico'],"[['french hip hop', 'pop urbaine', 'rap calme', 'rap conscient']]",[32],[54],1
1083,0.796,0.557,11,-7.426,0,0.183,0.272,0.0,0.211,0.898,94.568,223312,4,41,False,['Philippe Lafontaine'],[['classic french pop']],[35],[34],1
1084,0.771,0.456,8,-7.39,1,0.247,0.244,0.0,0.0888,0.159,59.991,227387,4,38,True,['Josman'],"[['french hip hop', 'pop urbaine', 'rap conscient', 'rap francais']]",[57],[67],0
1085,0.803,0.478,4,-7.251,0,0.113,0.176,1.62e-05,0.108,0.557,120.123,194240,4,36,True,['Josman'],"[['french hip hop', 'pop urbaine', 'rap conscient', 'rap francais']]",[57],[67],0
1086,0.682,0.817,5,-6.429,1,0.107,0.69,0.000638,0.198,0.478,81.982,444956,4,5,True,"['Jonwayne', 'Zeroh']","[['alternative hip hop', 'escape room', 'wonky'], ['experimental hip hop']]","[5, 5]","[51, 37]",0
1087,0.831,0.531,1,-7.234,1,0.145,0.2,0.000356,0.107,0.471,146.391,229040,4,51,False,"['Elton John', 'Khalid']","[['glam rock', 'mellow gold', 'piano rock', 'soft rock'], ['alternative r&b', 'pop']]","[50, 50]","[84, 93]",0
1088,0.591,0.839,1,-4.774,1,0.06,0.0319,7.35e-06,0.384,0.159,126.035,196336,4,54,False,"['Robin Schulz', 'Erika Sirola', 'Lucas & Steve']","[['dance pop', 'deep euro house', 'deep house', 'edm', 'german dance', 'pop', 'tropical house'], ['finnish pop'], ['big room', 'dance pop', 'edm', 'electro house', 'house', 'pop', 'pop edm', 'tropical house']]","[46, 46, 46]","[83, 64, 73]",0
1089,0.707,0.82,7,-5.702,1,0.172,0.00308,0.00573,0.102,0.505,122.065,324240,4,47,False,"['Disclosure', 'LION BABE']","[['house', 'pop', 'tropical house', 'uk dance'], ['alternative r&b', 'escape room', 'indie r&b', 'indie soul', 'neo r&b', 'neo soul']]","[65, 65]","[82, 56]",0
1090,0.462,0.687,8,-6.179,1,0.033,0.0375,0.556,0.13,0.372,138.595,372456,4,40,False,['Emma Ruth Rundle'],"[['gaian doom', 'modern dream pop', 'post-doom metal', 'post-metal', 'post-rock']]",[42],[44],0
1091,0.488,0.425,7,-6.329,0,0.0247,0.568,0.155,0.0927,0.192,65.097,334491,4,33,False,['Emma Ruth Rundle'],"[['gaian doom', 'modern dream pop', 'post-doom metal', 'post-metal', 'post-rock']]",[42],[44],0
1092,0.366,0.565,10,-6.456,1,0.0334,0.0167,0.0596,0.131,0.198,107.059,350879,4,35,False,['Emma Ruth Rundle'],"[['gaian doom', 'modern dream pop', 'post-doom metal', 'post-metal', 'post-rock']]",[42],[44],0
1093,0.508,0.654,7,-9.456,0,0.0341,0.0097,0.123,0.109,0.31,120.668,409587,4,0,False,"['Red Lama', 'Bjonko']","[['danish alternative rock'], []]","[0, 0]","[7, 9]",0
1094,0.452,0.779,0,-8.723,1,0.0481,0.000663,0.108,0.165,0.483,121.401,226200,4,0,False,['Red Lama'],[['danish alternative rock']],[0],[7],0
1095,0.208,0.582,0,-5.151,1,0.036,0.00383,0.645,0.112,0.039,117.699,260067,4,21,False,['Stonefield'],"[['australian psych', 'neo-psychedelic']]",[33],[35],0
1096,0.161,0.886,0,-6.294,1,0.0436,5.27e-05,0.0165,0.0839,0.458,163.276,531200,4,1,False,['Earthless'],"[['instrumental rock', 'instrumental stoner rock', 'psychedelic doom', 'psychedelic space rock', 'retro metal', 'sludge metal', 'space rock', 'stoner metal', 'stoner rock']]",[2],[37],0
1097,0.484,0.367,9,-8.459,1,0.0374,0.925,0.00069,0.109,0.377,81.038,268187,4,53,False,['Nai Palm'],"[['alternative r&b', 'indie jazz', 'indie soul', 'neo r&b']]",[54],[49],0
1098,0.682,0.518,8,-10.089,1,0.227,0.626,0.43,0.0552,0.963,118.539,224000,4,0,False,['Al Massrieen'],[['arab groove']],[0],[33],0
1099,0.636,0.599,5,-8.453,1,0.0487,0.45,0.0214,0.129,0.244,129.977,210449,4,14,False,"['TOKiMONSTA', 'Anderson .Paak']","[['chillwave', 'electra', 'escape room', 'indie soul', 'indietronica', 'vapor soul', 'vapor twitch', 'wonky'], ['escape room']]","[9, 9]","[60, 79]",0
1100,0.631,0.587,1,-9.439,0,0.0622,0.343,0.0044,0.205,0.457,67.648,290427,4,0,True,['Drake'],"[['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']]",[2],[100],0
1101,0.558,0.855,2,-5.243,1,0.0343,0.00342,0.934,0.175,0.574,130.01,340366,4,47,False,['DIIV'],"[['alternative dance', 'brooklyn indie', 'chillwave', 'dream pop', 'experimental pop', 'indie pop', 'indie rock', 'indie surf', 'modern alternative rock', 'modern dream pop', 'modern rock', 'neo-psychedelic', 'new rave', 'noise pop', 'nu gaze', 'shoegaze']]",[56],[56],0
1102,0.387,0.686,11,-10.571,1,0.368,0.0419,0.0,0.118,0.293,128.572,210837,4,0,True,['Bryant Stewart'],[[]],[2],[2],0
1103,0.886,0.531,1,-7.681,1,0.221,0.118,1.24e-06,0.0528,0.406,120.023,209000,4,25,True,"['Mike Shabb', 'Mtlord']","[['canadian hip hop', 'hip hop quebecois', 'rap montrealais'], []]","[24, 24]","[33, 12]",0
1104,0.9,0.455,3,-8.395,0,0.0877,0.231,0.264,0.0538,0.927,104.631,261926,4,50,False,['Nu Guinea'],"[['indie napoletano', 'neapolitan funk']]",[49],[45],0
1105,0.585,0.421,7,-9.593,1,0.0707,0.106,9.54e-06,0.14,0.24,132.986,260640,3,4,True,"['The Weeknd', 'Ed Sheeran']","[['canadian contemporary r&b', 'canadian pop', 'pop'], ['pop', 'uk pop']]","[11, 11]","[97, 93]",0
1106,0.762,0.83,9,-4.611,1,0.0384,0.00249,0.00221,0.152,0.23,118.005,224000,4,0,False,"['LeMarquis', 'Tima Dee', 'BLV']","[['new french touch'], [], ['new french touch']]","[0, 0, 0]","[39, 42, 33]",0
1107,0.532,0.916,7,-3.738,1,0.0652,0.00196,0.0119,0.12,0.631,136.007,235979,4,39,False,['Muse'],"[['modern rock', 'permanent wave', 'post-grunge', 'rock']]",[48],[79],0
1108,0.537,0.841,10,-5.777,1,0.0316,0.323,0.0725,0.105,0.728,111.836,210647,4,1,False,['Beirut'],"[['albuquerque indie', 'baroque pop', 'chamber pop', 'indie pop', 'indie rock', 'stomp and holler']]",[0],[63],0
1109,0.743,0.553,11,-6.443,1,0.036,0.0162,0.491,0.0807,0.0661,92.01,379205,4,0,False,['deadmau5'],"[['big room', 'canadian electronic', 'edm', 'electro house', 'progressive house']]",[0],[70],0
1110,0.501,0.766,10,-4.863,0,0.0548,0.0886,0.0,0.24,0.225,126.057,198095,4,38,False,"['Robin Schulz', 'Erika Sirola', 'Sini']","[['dance pop', 'deep euro house', 'deep house', 'edm', 'german dance', 'pop', 'tropical house'], ['finnish pop'], []]","[37, 37, 37]","[83, 64, 28]",0
1111,0.807,0.887,1,-4.311,0,0.0361,0.016,0.000503,0.0811,0.606,122.015,229184,4,80,False,"['Calvin Harris', ""Rag'n'Bone Man""]","[['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'tropical house', 'uk dance'], ['neo soul']]","[73, 73]","[87, 74]",0
1112,0.337,0.241,6,-9.849,1,0.0527,0.94,0.0112,0.131,0.181,81.916,191465,5,58,False,"['benny blanco', 'Calvin Harris', 'Miguel']","[['electropop', 'pop', 'pop rap', 'post-teen pop'], ['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'tropical house', 'uk dance'], ['dance pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']]","[50, 50, 50]","[78, 87, 81]",0
1113,0.651,0.739,2,-4.845,0,0.0433,0.186,0.81,0.0384,0.518,103.05,179417,4,46,False,['Lewis OfMan'],"[['french indie pop', 'french indietronica', 'new french touch']]",[39],[49],0
1114,0.539,0.517,6,-6.954,0,0.0302,0.706,0.00755,0.616,0.338,127.918,207267,4,51,False,['Matty'],[['neo-psychedelic']],[50],[45],0
1115,0.571,0.405,0,-9.485,1,0.0857,0.841,0.0,0.0992,0.587,126.966,217760,4,30,False,['Émile Bilodeau'],"[['indie quebecois', 'pop quebecois']]",[50],[47],0
1116,0.775,0.67,9,-6.799,0,0.263,0.234,0.0,0.25,0.583,118.027,262408,4,28,False,['Alaclair Ensemble'],"[['hip hop quebecois', 'indie quebecois', 'rap montrealais']]",[38],[45],0
1117,0.701,0.634,0,-7.457,1,0.0413,0.162,0.0727,0.104,0.194,104.972,198857,4,37,False,['UTO'],[['french indietronica']],[29],[34],0
1118,0.697,0.412,5,-9.233,1,0.171,0.672,0.0,0.0931,0.376,158.015,221786,4,13,False,['LeMarquis'],[['new french touch']],[19],[39],0
1119,0.432,0.369,8,-12.543,1,0.146,0.104,6.57e-06,0.093,0.234,102.516,180533,4,52,False,['Stromae'],[['belgian pop']],[71],[71],0
1120,0.437,0.857,7,-7.787,1,0.0837,0.000644,0.236,0.488,0.213,132.023,271892,4,22,False,['SBTRKT'],"[['bass music', 'electronica', 'electropop', 'future garage', 'indie r&b', 'indie soul', 'indietronica', 'new rave']]",[33],[57],0
1121,0.624,0.876,9,-4.233,0,0.0381,0.0058,1.6e-05,0.127,0.482,111.974,263987,4,9,False,['Neon Indian'],"[['alternative dance', 'chillwave', 'dance-punk', 'denton tx indie', 'experimental pop', 'indie pop', 'indietronica', 'neo-synthpop', 'new rave', 'nu gaze', 'shimmer pop']]",[5],[53],0
1122,0.697,0.801,1,-4.561,1,0.0837,0.225,0.00261,0.0698,0.377,114.979,247304,4,14,False,['Haru Nemuri'],"[['escape room', 'hyperpop']]",[8],[41],0
1123,0.682,0.901,6,-3.36,0,0.236,0.119,0.0,0.236,0.425,110.456,165797,4,0,True,"['JPEGMAFIA', 'Freaky']","[['alternative hip hop', 'escape room', 'experimental hip hop', 'hip hop', 'industrial hip hop', 'rap', 'underground hip hop'], []]","[0, 0]","[67, 27]",0
1124,0.641,0.807,6,-4.531,1,0.0658,0.000687,0.0,0.501,0.536,115.045,251220,4,0,False,['George Clanton'],"[['chillwave', 'escape room', 'future funk', 'hardvapour', 'hyperpop', 'indietronica', 'vaporwave']]",[0],[51],0
1125,0.495,0.558,1,-7.054,0,0.0284,0.366,0.947,0.27,0.444,131.585,254962,4,0,False,['Inner Wave'],"[['indie garage rock', 'indie pop', 'neo-psychedelic']]",[0],[59],0
1126,0.922,0.52,4,-7.301,0,0.0736,0.216,0.0,0.11,0.463,120.0,233952,4,36,False,['Alaclair Ensemble'],"[['hip hop quebecois', 'indie quebecois', 'rap montrealais']]",[42],[45],0
1127,0.774,0.912,2,-2.787,0,0.347,0.165,0.0,0.745,0.821,150.083,209957,4,49,True,"['Drake', 'Santigold', 'Lil Wayne']","[['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap'], ['alternative dance', 'electropop', 'escape room', 'indie pop', 'indietronica', 'new rave'], ['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']]","[71, 71, 71]","[100, 63, 89]",0
1128,0.335,0.825,8,-5.598,1,0.0506,0.00523,0.00429,0.226,0.682,177.156,224973,4,59,False,['Pond'],"[['indie rock', 'indietronica', 'neo-psychedelic']]",[56],[58],0
1129,0.784,0.504,10,-7.948,0,0.151,0.0239,4.73e-06,0.0947,0.374,122.066,228092,4,42,False,['Alaclair Ensemble'],"[['hip hop quebecois', 'indie quebecois', 'rap montrealais']]",[38],[45],0
1130,0.497,0.55,2,-6.465,0,0.192,0.663,5.18e-05,0.206,0.461,80.938,191302,4,46,True,['Kevin Abstract'],"[['hip hop', 'lgbtq+ hip hop', 'rap']]",[70],[67],0
1131,0.641,0.807,0,-2.545,1,0.056,0.0439,0.0304,0.205,0.965,163.955,117073,4,47,True,['Kevin Abstract'],"[['hip hop', 'lgbtq+ hip hop', 'rap']]",[70],[67],0
1132,0.586,0.614,4,-7.275,1,0.0307,0.0803,1.94e-05,0.152,0.301,88.222,126698,4,58,False,['Jakob Ogawa'],[['indie garage rock']],[58],[61],0
1133,0.54,0.588,2,-7.719,0,0.0899,0.354,2.64e-06,0.118,0.478,82.831,229880,4,48,False,['SiR'],"[['alternative r&b', 'hip hop', 'indie r&b', 'indie soul', 'la pop', 'rap']]",[63],[71],0
1134,0.786,0.543,9,-7.944,0,0.0764,0.515,0.00384,0.0659,0.906,130.08,100500,4,47,False,['¿Téo?'],[[]],[50],[50],0
1135,0.537,0.544,4,-9.087,1,0.0315,0.897,0.899,0.126,0.521,92.896,326867,4,14,False,['Hubert Lenoir'],"[['indie quebecois', 'pop quebecois']]",[29],[38],0
1136,0.875,0.413,1,-13.664,1,0.0985,0.129,0.832,0.219,0.274,114.007,448307,4,46,False,['Shigeto'],"[['bass music', 'electronica', 'indie jazz', 'ninja', 'wonky']]",[43],[45],0
1137,0.816,0.335,10,-10.441,1,0.144,0.102,0.000455,0.101,0.73,140.023,229573,4,28,False,['De Jeugd Van Tegenwoordig'],"[['dutch hip hop', 'dutch indie', 'dutch pop', 'dutch rock']]",[45],[57],0
1138,0.41,0.169,3,-11.422,1,0.0485,0.847,0.00327,0.117,0.208,89.494,311837,4,66,False,"['FKJ', '((( O )))']","[['filter house', 'indie soul'], ['alternative r&b', 'experimental hip hop']]","[67, 67]","[71, 57]",0
1139,0.761,0.463,4,-10.155,0,0.0387,0.361,0.136,0.212,0.173,110.0,214293,4,24,False,['Fatoumata Diawara'],"[['afropop', 'desert blues', 'malian blues', 'mande pop', 'wassoulou', 'world']]",[32],[62],0
1140,0.501,0.156,5,-12.603,1,0.0366,0.802,0.00266,0.0972,0.0671,104.562,247641,4,44,False,['CAN'],"[['alternative rock', 'art rock', 'dance rock', 'dance-punk', 'experimental', 'experimental rock', 'krautrock', 'neo-psychedelic', 'noise pop', 'post-punk', 'psychedelic rock', 'space rock']]",[39],[55],0
1141,0.71,0.317,0,-12.351,1,0.0335,0.549,0.00289,0.43,0.408,104.016,333499,4,50,False,"['De La Soul', 'Little Dragon']","[['alternative hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'jazz rap', 'rap'], ['alternative dance', 'alternative r&b', 'art pop', 'chillwave', 'downtempo', 'electronica', 'electropop', 'escape room', 'gothenburg indie', 'indie soul', 'indietronica', 'new rave', 'swedish electropop', 'swedish synthpop', 'trip hop']]","[54, 54]","[62, 67]",0
1142,0.772,0.427,4,-9.576,0,0.0437,0.495,0.724,0.108,0.0368,99.995,214827,4,50,False,['The Blaze'],"[['french indie pop', 'french indietronica', 'new french touch']]",[51],[65],0
1143,0.561,0.706,6,-6.807,1,0.438,0.625,0.191,0.571,0.627,89.098,239462,4,43,True,['Young Bull'],[['nc hip hop']],[42],[38],0
1144,0.636,0.518,9,-10.103,0,0.188,0.501,3.8e-05,0.137,0.344,114.862,241998,4,0,False,['Aloïse Sauvage'],"[['french indie pop', 'french indietronica']]",[0],[50],0
1145,0.599,0.557,10,-9.093,1,0.0241,0.302,0.0397,0.186,0.304,81.496,182051,4,51,False,['Beach Fossils'],"[['brooklyn indie', 'chillwave', 'indie garage rock', 'indie pop', 'indie rock', 'indie surf', 'indietronica', 'neo-psychedelic', 'noise pop', 'nu gaze', 'popgaze', 'shoegaze']]",[62],[62],0
1146,0.732,0.262,0,-10.662,0,0.179,0.192,0.627,0.194,0.642,85.983,189767,4,38,False,['Melvin Alex'],[['lo-fi beats']],[35],[33],0
1147,0.657,0.36,5,-12.069,1,0.0538,0.143,0.744,0.0607,0.223,91.931,140879,4,13,False,['Dune Rain'],[['spacewave']],[18],[12],0
1148,0.866,0.436,7,-14.875,1,0.0312,0.752,0.853,0.102,0.829,85.954,133953,4,41,False,['Bludlo'],[[]],[34],[30],0
1149,0.497,0.912,9,-3.514,1,0.264,0.883,0.88,0.109,0.0984,80.29,113105,4,38,False,['miyamigo'],[[]],[31],[28],0
1150,0.832,0.491,8,-5.721,1,0.109,0.0157,1.34e-05,0.651,0.0561,129.979,135493,4,55,True,['ScHoolboy Q'],"[['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']]",[73],[78],0
1151,0.885,0.492,1,-6.015,1,0.367,0.00172,7.79e-05,0.081,0.203,156.958,107147,4,70,True,['ScHoolboy Q'],"[['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']]",[73],[78],0
1152,0.781,0.501,8,-5.854,1,0.3,0.0844,0.0,0.0891,0.22,93.987,171000,4,58,True,"['ScHoolboy Q', 'Ty Dolla $ign', 'YG']","[['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop'], ['hip hop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul'], ['cali rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']]","[73, 73, 73]","[78, 88, 82]",0
1153,0.867,0.545,4,-5.185,1,0.413,0.209,0.0,0.139,0.32,127.99,211800,4,55,True,['ScHoolboy Q'],"[['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']]",[73],[78],0
