,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,song_popularity,explicit,artists,genres,album_popularity,artist_popularity,like
637,0.483,0.764,8,-6.038,1,0.283,0.657,0.0,0.128,0.445,92.811,209531,4,24,True,"['Chelsea Reject', 'Kirk Knight', ""T'nah Apex""]","[[], ['underground hip hop'], []]","[21, 21, 21]","[28, 59, 42]",1
638,0.409,0.719,10,-7.397,1,0.13,0.335,1.24e-05,0.129,0.144,127.375,352705,4,0,True,['Sean Leon'],"[['canadian hip hop', 'toronto rap', 'trap soul', 'underground hip hop']]",[0],[48],1
639,0.531,0.544,0,-8.615,0,0.462,0.308,1.89e-06,0.0835,0.398,131.921,203794,4,63,False,"['Chance the Rapper', 'Kanye West', ""Chicago Children's Choir""]","[['chicago rap', 'conscious hip hop', 'hip hop', 'pop rap', 'rap'], ['chicago rap', 'rap'], ['american choir', ""children's choir""]]","[76, 76, 76]","[84, 90, 49]",1
640,0.71,0.546,7,-8.06,0,0.0495,0.0589,8.08e-06,0.103,0.341,98.028,216558,4,0,False,['Drake'],"[['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']]",[0],[100],1
641,0.746,0.653,7,-6.745,1,0.289,0.378,0.0,0.229,0.672,75.016,253107,4,76,True,"['KYLE', 'Lil Yachty']","[['pop rap', 'rap'], ['atl hip hop', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']]","[69, 69]","[75, 83]",1
642,0.835,0.413,1,-9.81,1,0.396,0.373,0.00133,0.101,0.111,149.004,258880,4,73,True,"['21 Savage', 'Metro Boomin', 'Future']","[['atl hip hop', 'rap', 'trap'], ['hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap'], ['atl hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']]","[71, 71, 71]","[86, 81, 91]",1
643,0.905,0.596,1,-7.496,0,0.118,0.000339,2.05e-05,0.0897,0.422,149.996,177604,4,2,True,['Kendrick Lamar'],"[['conscious hip hop', 'hip hop', 'rap', 'west coast rap']]",[0],[88],1
644,0.906,0.444,4,-8.692,0,0.384,0.136,6.44e-05,0.173,0.678,140.063,235040,4,71,True,"['21 Savage', 'Metro Boomin']","[['atl hip hop', 'rap', 'trap'], ['hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']]","[71, 71]","[86, 81]",1
645,0.835,0.649,1,-7.253,1,0.132,0.152,0.0,0.14,0.494,134.001,242044,4,42,True,"['GoldLink', 'Lil Dude']","[['alternative r&b', 'dmv rap', 'hip hop', 'rap', 'underground hip hop'], ['dmv rap', 'vapor trap']]","[71, 71]","[73, 42]",1
646,0.802,0.582,1,-7.296,0,0.235,0.126,0.0,0.161,0.338,150.002,186613,4,65,True,['Speaker Knockerz'],"[['melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap']]",[61],[60],1
647,0.95,0.743,10,-5.861,0,0.238,0.0646,1.19e-05,0.103,0.62,136.98,257546,4,65,True,['Migos'],"[['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']]",[76],[84],1
648,0.612,0.368,11,-10.831,1,0.423,0.302,0.0,0.273,0.505,110.095,198886,4,0,True,['Smino'],"[['alternative r&b', 'hip hop', 'rap', 'underground hip hop']]",[0],[72],1
649,0.687,0.597,6,-10.741,0,0.374,0.0314,0.0,0.0348,0.804,169.691,265533,5,58,True,['Jeru The Damaja'],"[['alternative hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'turntablism']]",[55],[55],1
650,0.886,0.525,8,-7.39,1,0.131,0.236,0.0,0.057,0.708,145.99,225205,4,69,True,"['DRAM', 'Lil Yachty']","[['pop rap', 'rap', 'trap'], ['atl hip hop', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']]","[62, 62]","[67, 83]",1
651,0.874,0.568,11,-5.896,0,0.224,0.0698,1.38e-05,0.149,0.46,139.995,237400,4,67,True,['Future'],"[['atl hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']]",[71],[91],1
652,0.568,0.42,7,-11.169,0,0.276,0.536,0.124,0.101,0.453,79.89,415613,4,66,True,"['The Internet', 'KAYTRANADA']","[['alternative r&b', 'escape room', 'indie soul', 'lgbtq+ hip hop'], ['escape room', 'indie soul', 'lgbtq+ hip hop']]","[66, 66]","[66, 73]",1
653,0.746,0.873,7,-3.803,1,0.128,0.0244,0.0,0.354,0.817,148.075,222093,4,74,True,['Fetty Wap'],"[['new jersey rap', 'pop rap', 'rap', 'southern hip hop', 'trap']]",[72],[77],1
654,0.656,0.606,1,-5.398,1,0.283,0.134,0.0,0.0921,0.614,140.01,207693,4,47,True,['Young Thug'],"[['atl hip hop', 'atl trap', 'gangster rap', 'melodic rap', 'pop rap', 'rap', 'trap']]",[65],[91],1
655,0.713,0.526,1,-5.046,1,0.032,0.00767,0.000148,0.124,0.131,131.05,262693,4,79,True,['Travis Scott'],[['rap']],[80],[98],1
656,0.859,0.425,6,-9.957,1,0.0834,0.638,4.19e-05,0.0974,0.39,129.902,251090,4,40,False,['Nafe Smallz'],"[['uk drill', 'uk hip hop']]",[32],[70],1
657,0.722,0.331,8,-7.789,1,0.0725,0.337,0.283,0.146,0.102,143.974,313547,4,75,True,"['Future', 'The Weeknd']","[['atl hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap'], ['canadian contemporary r&b', 'canadian pop', 'pop']]","[70, 70]","[91, 97]",1
658,0.769,0.632,10,-4.228,0,0.0537,0.0325,0.0,0.116,0.294,131.932,176387,4,67,True,['Young Thug'],"[['atl hip hop', 'atl trap', 'gangster rap', 'melodic rap', 'pop rap', 'rap', 'trap']]",[64],[91],1
659,0.706,0.716,7,-4.263,0,0.0768,0.115,0.0,0.316,0.459,136.904,252263,4,68,True,"['Young Thug', 'Travis Scott']","[['atl hip hop', 'atl trap', 'gangster rap', 'melodic rap', 'pop rap', 'rap', 'trap'], ['rap']]","[60, 60]","[91, 98]",1
660,0.897,0.661,8,-6.2,0,0.27,0.0633,0.0,0.116,0.193,127.081,334467,4,59,True,"['Migos', 'Lil Uzi Vert']","[['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap'], ['melodic rap', 'philly rap', 'rap']]","[52, 52]","[84, 94]",1
661,0.762,0.666,0,-6.055,1,0.0916,0.00427,0.0,0.127,0.278,118.97,232093,4,71,True,['Kevin Gates'],"[['baton rouge rap', 'rap', 'southern hip hop', 'trap']]",[73],[80],1
662,0.866,0.7,8,-4.945,0,0.0353,0.153,0.00798,0.0688,0.8,110.703,182280,4,53,False,"['Synapson', 'Victor Démé']","[['french indie pop', 'french indietronica', 'new french touch', 'tropical house'], ['afropop', 'burkinabe pop', 'world']]","[45, 45]","[58, 54]",1
663,0.388,0.338,10,-10.054,1,0.0328,0.652,3.72e-06,0.248,0.477,177.784,303373,4,80,False,['Electric Light Orchestra'],"[['album rock', 'art rock', 'bow pop', 'classic rock', 'folk rock', 'glam rock', 'mellow gold', 'rock', 'soft rock', 'symphonic rock']]",[74],[75],1
664,0.717,0.723,4,-6.867,0,0.0596,0.0235,0.0,0.046,0.38,129.069,217627,4,4,False,['Madcon'],"[['dance pop', 'norwegian hip hop', 'pop rap']]",[7],[66],1
665,0.666,0.668,0,-7.961,1,0.0523,0.251,5.77e-06,0.499,0.765,132.666,322549,4,12,False,['Elton John'],"[['glam rock', 'mellow gold', 'piano rock', 'soft rock']]",[10],[84],1
666,0.716,0.832,1,-3.539,1,0.368,0.164,0.0,0.667,0.604,82.136,264067,4,47,True,['JAY-Z'],"[['east coast hip hop', 'hip hop', 'pop rap', 'rap']]",[62],[85],1
667,0.852,0.553,1,-7.286,1,0.187,0.0559,0.0,0.332,0.656,142.079,205879,4,74,True,"['Drake', 'Future']","[['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap'], ['atl hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']]","[72, 72]","[100, 91]",1
668,0.923,0.516,6,-7.617,0,0.0909,0.0799,0.0,0.137,0.328,112.973,313573,4,0,True,"['ScHoolboy Q', 'Kanye West']","[['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop'], ['chicago rap', 'rap']]","[1, 1]","[78, 90]",1
669,0.663,0.511,5,-8.229,1,0.105,0.209,0.0,0.0525,0.116,81.946,182000,4,0,True,['Post Malone'],"[['dfw rap', 'melodic rap', 'rap']]",[0],[95],1
670,0.716,0.485,8,-8.241,1,0.237,0.0401,0.0,0.277,0.556,148.141,247600,4,64,True,['Kevin Gates'],"[['baton rouge rap', 'rap', 'southern hip hop', 'trap']]",[73],[80],1
671,0.799,0.338,10,-8.249,1,0.16,0.0204,0.0,0.132,0.0982,129.967,214333,4,53,True,['ScHoolboy Q'],"[['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']]",[66],[78],1
672,0.827,0.854,0,-3.43,1,0.238,0.334,0.0,0.073,0.869,139.089,185968,4,2,True,"['Skepta', 'Jme']","[['birmingham grime', 'grime', 'instrumental grime', 'rap'], ['grime', 'instrumental grime', 'uk hip hop']]","[2, 2]","[78, 66]",1
673,0.788,0.592,8,-10.667,1,0.356,0.0085,6.75e-05,0.164,0.238,138.021,196465,4,0,True,['Skepta'],"[['birmingham grime', 'grime', 'instrumental grime', 'rap']]",[2],[78],1
674,0.959,0.598,8,-5.534,1,0.0713,0.0358,0.0,0.358,0.408,127.029,213000,4,63,True,['Young Thug'],"[['atl hip hop', 'atl trap', 'gangster rap', 'melodic rap', 'pop rap', 'rap', 'trap']]",[56],[91],1
675,0.792,0.625,1,-5.609,1,0.0536,0.00776,0.00188,0.329,0.37,103.967,173987,4,66,False,"['Drake', 'WizKid', 'Kyla']","[['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap'], ['afro dancehall', 'afropop', 'azonto', 'nigerian hip hop', 'nigerian pop'], ['uk funky']]","[67, 67, 67]","[100, 77, 69]",1
676,0.642,0.502,7,-6.68,0,0.121,0.0454,0.0,0.116,0.313,79.993,228147,4,7,False,"['KAYTRANADA', 'Craig David']","[['escape room', 'indie soul', 'lgbtq+ hip hop'], ['british soul', 'dance pop', 'pop', 'pop rap', 'r&b', 'tropical house', 'urban contemporary']]","[12, 12]","[73, 70]",1
677,0.83,0.677,6,-6.012,0,0.0945,0.224,4.71e-06,0.0438,0.615,120.004,190000,4,37,False,"['Synapson', 'Broken Back']","[['french indie pop', 'french indietronica', 'new french touch', 'tropical house'], ['deep tropical house', 'french indie pop', 'new french touch', 'tropical house']]","[30, 30]","[58, 61]",1
678,0.693,0.617,1,-10.107,1,0.306,0.0339,0.00314,0.151,0.4,135.281,298040,4,0,False,"['KAYTRANADA', 'Anderson .Paak']","[['escape room', 'indie soul', 'lgbtq+ hip hop'], ['escape room']]","[0, 0]","[73, 79]",1
679,0.67,0.726,7,-8.689,1,0.0272,0.39,0.882,0.14,0.581,102.003,294227,4,67,False,['Kid Cudi'],"[['hip hop', 'pop rap', 'rap']]",[72],[87],1
680,0.888,0.83,11,-3.408,0,0.0823,0.549,0.0,0.104,0.745,127.979,154947,4,54,True,['MHD'],"[['francoton', 'french hip hop', 'pop urbaine']]",[61],[65],1
681,0.788,0.859,1,-5.542,1,0.315,0.127,0.0,0.348,0.769,140.027,219333,4,33,True,"['JAY-Z', 'Kanye West']","[['east coast hip hop', 'hip hop', 'pop rap', 'rap'], ['chicago rap', 'rap']]","[29, 29]","[85, 90]",1
682,0.818,0.87,9,-5.162,1,0.0493,0.00424,0.196,0.0429,0.741,123.999,219429,4,37,False,"['Tchami', 'Marshall Jefferson']","[['bass house', 'deep groove house', 'edm', 'electro house', 'electronic trap', 'future house', 'house', 'progressive house', 'tropical house'], ['acid house', 'chicago house', 'hip house']]","[30, 30]","[65, 54]",1
683,0.72,0.782,0,-6.585,0,0.0573,0.00986,0.00563,0.0992,0.506,124.088,159572,4,0,False,"['Tchami', 'Kaleem Taylor']","[['bass house', 'deep groove house', 'edm', 'electro house', 'electronic trap', 'future house', 'house', 'progressive house', 'tropical house'], ['indie r&b', 'uk contemporary r&b']]","[0, 0]","[65, 51]",1
684,0.575,0.58,0,-6.801,1,0.067,0.166,0.0,0.0781,0.324,75.2,211413,4,63,False,['Nekfeu'],"[['french hip hop', 'pop urbaine', 'rap conscient']]",[66],[77],1
685,0.877,0.506,0,-7.368,1,0.0404,0.335,2.79e-05,0.0723,0.653,132.055,269091,4,41,False,['The Red One Rocketman'],[[]],[34],[28],1
686,0.738,0.868,11,-4.373,0,0.0731,0.0389,0.00171,0.388,0.336,122.003,212640,4,76,False,"['Calvin Harris', 'Disciples']","[['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'tropical house', 'uk dance'], ['deep groove house', 'disco house', 'edm', 'house', 'tropical house', 'uk dance']]","[68, 68]","[87, 67]",1
687,0.556,0.909,4,-9.982,1,0.0444,0.254,0.00058,0.0971,0.633,167.101,231960,4,60,False,['Indochine'],"[['chanson', 'french pop', 'french rock']]",[52],[60],1
688,0.54,0.59,0,-4.359,1,0.0528,0.446,0.0,0.14,0.267,119.878,234910,4,3,True,"['Flume', 'kai']","[['australian dance', 'australian electropop', 'australian indie', 'downtempo', 'edm', 'pop'], []]","[1, 1]","[78, 64]",1
689,0.559,0.67,7,-4.985,1,0.0474,0.592,0.000184,0.171,0.438,78.957,221895,4,22,False,"['Flume', 'Nick Murphy']","[['australian dance', 'australian electropop', 'australian indie', 'downtempo', 'edm', 'pop'], ['australian electropop', 'australian indie', 'downtempo', 'indietronica']]","[16, 16]","[78, 58]",1
690,0.766,0.777,5,-6.931,0,0.0362,0.278,0.795,0.147,0.939,124.431,207427,4,27,False,['Boney M.'],"[['disco', 'europop']]",[42],[68],1
691,0.777,0.564,2,-6.967,0,0.0315,0.683,0.000252,0.0696,0.465,117.973,186147,4,47,False,"['Felix Jaehn', 'Jasmine Thompson']","[['dance pop', 'edm', 'electro house', 'german dance', 'pop', 'tropical house'], ['channel pop', 'neo mellow', 'pop', 'viral pop']]","[41, 41]","[81, 70]",1
692,0.458,0.597,11,-9.919,0,0.22,0.12,0.0,0.477,0.484,89.455,213622,4,61,True,"['Jamie xx', 'Young Thug', 'Popcaan']","[['electronica', 'future garage', 'indie soul', 'indietronica', 'new rave'], ['atl hip hop', 'atl trap', 'gangster rap', 'melodic rap', 'pop rap', 'rap', 'trap'], ['dancehall', 'reggae fusion']]","[65, 65, 65]","[66, 91, 69]",1
693,0.528,0.757,6,-5.423,1,0.212,0.00957,5.53e-05,0.145,0.304,93.007,231106,4,0,False,"['Flume', 'T-Shirt']","[['australian dance', 'australian electropop', 'australian indie', 'downtempo', 'edm', 'pop'], []]","[1, 1]","[78, 47]",1
694,0.68,0.869,4,-5.085,0,0.034,0.00326,0.818,0.261,0.403,121.028,250413,4,0,False,['Tchami'],"[['bass house', 'deep groove house', 'edm', 'electro house', 'electronic trap', 'future house', 'house', 'progressive house', 'tropical house']]",[0],[65],1
695,0.596,0.574,6,-9.373,0,0.212,0.0409,0.0,0.147,0.439,131.075,248360,4,55,True,['Future'],"[['atl hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']]",[53],[91],1
696,0.962,0.726,10,-5.697,1,0.4,0.152,0.0,0.0654,0.566,123.066,137133,4,59,True,['MHD'],"[['francoton', 'french hip hop', 'pop urbaine']]",[61],[65],1
697,0.702,0.76,4,-5.87,0,0.0367,0.0504,0.00164,0.272,0.455,100.0,291400,4,62,False,['France Gall'],"[['chanson', 'french pop', 'ye ye']]",[56],[60],1
698,0.901,0.847,0,-3.231,1,0.265,0.231,1.93e-05,0.0445,0.923,130.081,232621,4,44,False,['Franko'],[[]],[36],[38],1
699,0.879,0.876,2,-3.446,0,0.0831,0.0842,1.92e-06,0.13,0.763,126.029,218452,4,33,False,"['DJ Aymoune', 'French Montana']","[[], ['hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']]","[25, 25]","[33, 82]",1
700,0.554,0.944,8,-3.532,1,0.085,0.203,0.000297,0.872,0.351,93.554,128067,4,29,False,['Generation Mix'],[[]],[22],[20],1
701,0.749,0.865,3,-5.228,1,0.0413,0.00536,0.0,0.198,0.371,111.914,216013,4,70,True,['ScHoolboy Q'],"[['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']]",[72],[78],1
702,0.592,0.701,10,-4.014,0,0.0858,0.0451,0.0,0.327,0.282,129.501,280615,4,64,True,"['Meek Mill', 'Sound M.O.B.', 'Tory Lanez']","[['hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap'], [], ['canadian hip hop', 'melodic rap', 'pop rap', 'rap', 'toronto rap', 'trap']]","[65, 65, 65]","[83, 51, 88]",1
703,0.531,0.752,1,-6.161,1,0.0305,0.0421,0.0,0.12,0.103,89.917,237800,4,73,False,['Nelly'],"[['dance pop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'urban contemporary']]",[66],[77],1
704,0.394,0.661,4,-8.684,1,0.193,0.0101,0.0,0.343,0.335,149.822,260987,4,73,True,"['A$AP Rocky', 'Rod Stewart', 'Miguel', 'Mark Ronson']","[['east coast hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap'], ['adult standards', 'mellow gold', 'soft rock'], ['dance pop', 'pop', 'pop rap', 'r&b', 'urban contemporary'], ['dance pop', 'pop', 'post-teen pop']]","[77, 77, 77, 77]","[85, 76, 81, 79]",1
705,0.841,0.728,7,-3.37,1,0.0484,0.0847,0.0,0.149,0.43,130.049,243837,4,92,True,['Travis Scott'],[['rap']],[88],[98],1
706,0.598,0.496,0,-9.309,1,0.0804,0.0253,0.00132,0.12,0.725,128.06,202661,4,63,False,['PARTYNEXTDOOR'],"[['pop', 'pop rap', 'rap', 'toronto rap', 'trap', 'urban contemporary']]",[69],[83],1
707,0.951,0.6,0,-4.675,0,0.0685,0.106,0.0,0.0712,0.822,125.04,218573,4,76,False,['Sean Paul'],"[['dance pop', 'dancehall', 'pop', 'pop rap']]",[70],[83],1
708,0.74,0.831,5,-7.321,1,0.0456,0.444,0.00304,0.0769,0.448,121.034,210853,4,74,False,['Tez Cadey'],"[['deep house', 'deep tropical house', 'new french touch', 'tropical house']]",[66],[62],1
709,0.767,0.82,10,-5.782,0,0.076,0.323,0.0,0.481,0.754,99.982,216080,4,0,False,"['Shakira', 'Wyclef Jean']","[['colombian pop', 'dance pop', 'latin', 'latin pop', 'pop'], ['rap kreyol']]","[0, 0]","[86, 72]",1
710,0.801,0.52,6,-13.654,1,0.049,0.0163,0.77,0.139,0.265,121.991,348197,4,16,False,['Lane 8'],"[['gauze pop', 'new french touch', 'progressive house', 'tropical house']]",[9],[68],1
711,0.847,0.346,7,-11.243,1,0.0936,0.00339,0.918,0.0704,0.404,126.009,436150,4,48,False,['Worakls'],"[['deep minimal techno', 'minimal techno', 'new french touch', 'tropical house']]",[42],[60],1
712,0.831,0.602,11,-7.298,0,0.325,0.0866,0.0,0.125,0.734,103.049,217710,4,22,False,['LeMarquis'],[['new french touch']],[15],[39],1
713,0.855,0.425,7,-12.939,1,0.0953,0.111,0.852,0.0774,0.195,120.025,446053,4,57,False,['Solomun'],"[['german techno', 'hamburg electronic', 'melodic techno', 'microhouse', 'minimal techno', 'tech house']]",[52],[62],1
714,0.774,0.528,11,-12.472,0,0.063,0.0703,0.87,0.0897,0.194,123.004,507317,4,13,False,"['Solee', 'Unique Repeat']","[['deep euro house', 'deep melodic euro house', 'minimal techno', 'tech house'], []]","[7, 7]","[48, 35]",1
715,0.82,0.505,8,-9.832,1,0.0356,0.0068,0.591,0.128,0.555,119.992,547244,4,57,False,['Solomun'],"[['german techno', 'hamburg electronic', 'melodic techno', 'microhouse', 'minimal techno', 'tech house']]",[49],[62],1
716,0.41,0.832,0,-8.04,0,0.0599,0.000616,0.871,0.101,0.238,132.072,439093,4,36,False,['Laurent Garnier'],"[['acid house', 'electronica', 'filter house', 'french techno', 'microhouse', 'minimal techno', 'tech house', 'techno']]",[43],[49],1
717,0.586,0.641,0,-7.08,1,0.0427,0.00244,0.712,0.138,0.349,163.94,230138,4,45,False,['Poldoore'],"[['chillhop', 'new french touch']]",[39],[50],1
718,0.829,0.619,8,-9.288,1,0.0625,0.0187,0.0438,0.0378,0.551,122.982,331707,4,28,False,"['Autograf', 'Patrick Baker']","[['deep tropical house', 'edm', 'electropop', 'house', 'indie poptimism', 'indie soul', 'indietronica', 'nu disco', 'pop edm', 'tropical house', 'vapor soul', 'vapor twitch'], []]","[33, 33]","[60, 47]",1
719,0.822,0.508,4,-10.424,0,0.0952,0.168,0.827,0.113,0.131,125.004,364019,4,48,False,"[""N'to""]","[['minimal melodic techno', 'minimal techno', 'new french touch', 'tropical house']]",[42],[58],1
720,0.851,0.425,1,-12.978,1,0.0949,0.141,0.9,0.196,0.161,128.013,458160,4,43,False,['Extrawelt'],"[['electronica', 'german techno', 'hamburg electronic', 'microhouse', 'minimal techno', 'tech house']]",[39],[46],1
721,0.836,0.269,11,-6.313,0,0.135,0.808,0.0355,0.653,0.243,90.014,248100,4,30,False,"['Henri PFR', 'R.O']","[['belgian edm', 'belgian pop'], ['belgian pop']]","[22, 22]","[57, 44]",1
722,0.763,0.381,9,-12.992,0,0.0746,0.0255,0.837,0.0837,0.179,118.994,292453,4,26,False,['Tez Cadey'],"[['deep house', 'deep tropical house', 'new french touch', 'tropical house']]",[50],[62],1
723,0.637,0.821,5,-8.781,0,0.0345,0.00857,0.866,0.154,0.303,123.988,404392,4,25,False,['Lane 8'],"[['gauze pop', 'new french touch', 'progressive house', 'tropical house']]",[18],[68],1
724,0.755,0.698,4,-8.162,0,0.0424,0.000737,0.155,0.0961,0.381,123.018,491813,4,0,False,"['Amadou & Mariam', 'Henrik Schwarz']","[['afrobeat', 'afropop', 'malian blues', 'mande pop', 'world'], ['german house', 'microhouse', 'minimal tech house', 'minimal techno']]","[0, 0]","[54, 52]",1
725,0.739,0.613,0,-10.524,0,0.0532,0.146,0.721,0.254,0.259,120.012,352000,4,38,False,"['Joachim Pastor', ""N'to""]","[['deep euro house', 'german tech house', 'minimal techno', 'new french touch', 'tropical house'], ['minimal melodic techno', 'minimal techno', 'new french touch', 'tropical house']]","[47, 47]","[56, 58]",1
726,0.849,0.723,5,-5.093,0,0.046,0.028,0.12,0.235,0.552,115.031,275478,4,0,False,['Haywyre'],"[['brostep', 'canadian electronic', 'catstep', 'chillstep', 'complextro', 'edm', 'electro house', 'future funk', 'vapor twitch']]",[0],[54],1
727,0.527,0.632,0,-10.448,1,0.0424,0.283,0.000964,0.484,0.772,101.459,181933,4,0,False,['Jean Leloup'],"[['indie quebecois', 'pop quebecois', 'rock quebecois']]",[0],[51],1
728,0.659,0.556,0,-9.494,1,0.333,0.602,0.000284,0.356,0.349,121.988,198689,4,25,False,"['La Mar', 'Møme']","[[], ['french indie pop', 'french indietronica', 'new french touch', 'nice indie', 'tropical house']]","[19, 19]","[37, 59]",1
729,0.6,0.617,3,-7.0,0,0.0555,0.0955,0.913,0.108,0.037,106.892,242243,4,0,False,['Darius'],"[['filter house', 'indie soul', 'nu disco']]",[0],[55],1
730,0.396,0.95,6,-5.119,0,0.457,0.467,0.0,0.0483,0.814,171.912,210930,4,0,False,['Demi-Portion'],[[]],[0],[18],1
731,0.676,0.732,1,-7.938,1,0.0974,0.00123,0.888,0.0725,0.715,84.978,208840,4,0,False,"['20syl', 'Ibrahim Maalouf']","[['new french touch', 'popping', 'vapor twitch'], ['arabic jazz', 'french jazz', 'jazz trumpet']]","[0, 0]","[56, 58]",1
732,0.644,0.485,5,-10.435,0,0.0364,0.0874,0.00195,0.141,0.825,144.081,229293,4,0,False,['Jean Leloup'],"[['indie quebecois', 'pop quebecois', 'rock quebecois']]",[0],[51],1
733,0.555,0.835,4,-7.664,1,0.0445,0.186,0.414,0.117,0.451,102.934,196027,4,25,False,['Louis-Jean Cormier'],[['indie quebecois']],[39],[47],1
734,0.744,0.383,0,-13.25,1,0.0561,0.0378,0.393,0.262,0.13,110.021,270555,4,32,False,['Møme'],"[['french indie pop', 'french indietronica', 'new french touch', 'nice indie', 'tropical house']]",[24],[59],1
735,0.801,0.543,5,-9.236,1,0.091,0.564,0.0,0.116,0.534,133.982,293040,4,68,True,['J. Cole'],"[['conscious hip hop', 'hip hop', 'nc hip hop', 'pop rap', 'rap']]",[82],[87],1
736,0.74,0.687,9,-8.289,0,0.456,0.486,0.0,0.28,0.704,90.206,233120,4,0,True,['La Smala'],"[['belgian hip hop', 'french hip hop']]",[0],[39],1
737,0.457,0.594,3,-9.142,0,0.268,0.113,0.0,0.191,0.913,181.896,242678,4,34,True,['Awon & Dephlow'],[[]],[31],[28],1
738,0.679,0.701,1,-5.735,1,0.076,0.0414,0.0,0.107,0.578,96.969,232010,4,0,False,['Demi-Portion'],[[]],[0],[18],1
739,0.749,0.704,6,-5.415,0,0.269,0.0159,2.02e-06,0.0886,0.821,145.618,230573,4,55,False,['Alborosie'],"[['modern reggae', 'reggae', 'roots reggae']]",[61],[62],1
740,0.262,0.39,2,-11.842,0,0.0318,0.598,0.0282,0.104,0.176,146.387,367947,3,26,False,['Louis-Jean Cormier'],[['indie quebecois']],[39],[47],1
741,0.414,0.67,1,-6.295,1,0.0604,0.00314,0.00022,0.122,0.727,77.977,201398,4,44,False,"['Guilty Simpson', 'Apollo Brown']","[['alternative hip hop', 'detroit hip hop'], ['alternative hip hop', 'boom bap', 'hardcore hip hop', 'hip hop']]","[42, 42]","[44, 54]",1
742,0.651,0.572,9,-8.948,0,0.0491,0.82,0.0,0.0772,0.587,93.707,177267,4,0,False,['Jean Leloup'],"[['indie quebecois', 'pop quebecois', 'rock quebecois']]",[0],[51],1
743,0.593,0.592,11,-8.217,1,0.29,0.031,1.12e-05,0.229,0.488,81.33,272227,1,57,True,"['Kanye West', 'Paul Wall', 'GLC']","[['chicago rap', 'rap'], ['chopped and screwed', 'crunk', 'dirty south rap', 'gangster rap', 'hip hop', 'houston rap', 'pop rap', 'rap', 'southern hip hop', 'trap'], ['chicago rap']]","[74, 74, 74]","[90, 63, 53]",1
744,0.711,0.857,1,-5.012,1,0.235,0.168,0.0,0.11,0.641,91.836,233440,4,39,False,['K-Otix'],[[]],[36],[32],1
745,0.564,0.0657,7,-18.692,1,0.0438,0.944,0.0185,0.113,0.366,109.772,247795,3,45,False,['Louis-Jean Cormier'],[['indie quebecois']],[37],[47],1
746,0.695,0.827,6,-5.742,0,0.282,0.179,0.0,0.283,0.538,81.024,279855,4,2,True,['Kendrick Lamar'],"[['conscious hip hop', 'hip hop', 'rap', 'west coast rap']]",[6],[88],1
747,0.78,0.65,0,-6.615,1,0.257,0.579,0.0,0.26,0.56,92.979,213237,4,0,False,['Hugo TSR'],"[['french hip hop', 'pop urbaine', 'rap conscient']]",[0],[57],1
748,0.273,0.102,0,-16.843,0,0.0494,0.903,0.721,0.268,0.0583,120.378,589095,4,2,False,['Ramin Djawadi'],"[['german soundtrack', 'scorecore', 'soundtrack', 'video game music']]",[2],[76],1
749,0.614,0.543,5,-7.178,1,0.374,0.00776,3.28e-05,0.383,0.485,178.422,234093,4,64,True,['Nas'],"[['conscious hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'queens hip hop', 'rap']]",[67],[76],1
750,0.485,0.406,4,-9.541,0,0.0369,0.694,0.0,0.0739,0.54,74.547,204013,4,39,False,['Louis-Jean Cormier'],[['indie quebecois']],[39],[47],1
